county,precinct,office,district,party,candidate,votes,vtd
FORD,Bloom Township,Attorney General,,Democratic,"Swain, Sarah G.",1,000010
FORD,Bloom Township,Attorney General,,Republican,"Schmidt, Derek",28,000010
FORD,Bucklin City,Attorney General,,Democratic,"Swain, Sarah G.",37,000020
FORD,Bucklin City,Attorney General,,Republican,"Schmidt, Derek",218,000020
FORD,Bucklin Township,Attorney General,,Democratic,"Swain, Sarah G.",6,000030
FORD,Bucklin Township,Attorney General,,Republican,"Schmidt, Derek",49,000030
FORD,Concord Township,Attorney General,,Democratic,"Swain, Sarah G.",7,000040
FORD,Concord Township,Attorney General,,Republican,"Schmidt, Derek",36,000040
FORD,Dodge City Precinct 01,Attorney General,,Democratic,"Swain, Sarah G.",236,00005A
FORD,Dodge City Precinct 01,Attorney General,,Republican,"Schmidt, Derek",252,00005A
FORD,Dodge City Airport,Attorney General,,Democratic,"Swain, Sarah G.",0,00005B
FORD,Dodge City Airport,Attorney General,,Republican,"Schmidt, Derek",0,00005B
FORD,Dodge City Industrial Park,Attorney General,,Democratic,"Swain, Sarah G.",0,00005C
FORD,Dodge City Industrial Park,Attorney General,,Republican,"Schmidt, Derek",0,00005C
FORD,Dodge City Precinct 03,Attorney General,,Democratic,"Swain, Sarah G.",248,000070
FORD,Dodge City Precinct 03,Attorney General,,Republican,"Schmidt, Derek",133,000070
FORD,Dodge City Precinct 04,Attorney General,,Democratic,"Swain, Sarah G.",370,00008A
FORD,Dodge City Precinct 04,Attorney General,,Republican,"Schmidt, Derek",426,00008A
FORD,Dodge City Excel #1,Attorney General,,Democratic,"Swain, Sarah G.",0,00008B
FORD,Dodge City Excel #1,Attorney General,,Republican,"Schmidt, Derek",0,00008B
FORD,Dodge City Excel #2,Attorney General,,Democratic,"Swain, Sarah G.",0,00008C
FORD,Dodge City Excel #2,Attorney General,,Republican,"Schmidt, Derek",0,00008C
FORD,Dodge City Millard,Attorney General,,Democratic,"Swain, Sarah G.",0,00008D
FORD,Dodge City Millard,Attorney General,,Republican,"Schmidt, Derek",0,00008D
FORD,Dodge City Precinct 06,Attorney General,,Democratic,"Swain, Sarah G.",438,000100
FORD,Dodge City Precinct 06,Attorney General,,Republican,"Schmidt, Derek",1125,000100
FORD,Dodge Township Ward 3,Attorney General,,Democratic,"Swain, Sarah G.",13,000200
FORD,Dodge Township Ward 3,Attorney General,,Republican,"Schmidt, Derek",40,000200
FORD,Fairview Township,Attorney General,,Democratic,"Swain, Sarah G.",21,000220
FORD,Fairview Township,Attorney General,,Republican,"Schmidt, Derek",95,000220
FORD,Ford City,Attorney General,,Democratic,"Swain, Sarah G.",6,000230
FORD,Ford City,Attorney General,,Republican,"Schmidt, Derek",59,000230
FORD,Ford Township,Attorney General,,Democratic,"Swain, Sarah G.",7,000240
FORD,Ford Township,Attorney General,,Republican,"Schmidt, Derek",54,000240
FORD,Richland Township,Attorney General,,Democratic,"Swain, Sarah G.",48,000260
FORD,Richland Township,Attorney General,,Republican,"Schmidt, Derek",138,000260
FORD,Royal Township,Attorney General,,Democratic,"Swain, Sarah G.",18,000270
FORD,Royal Township,Attorney General,,Republican,"Schmidt, Derek",108,000270
FORD,Sodville Township,Attorney General,,Democratic,"Swain, Sarah G.",3,000280
FORD,Sodville Township,Attorney General,,Republican,"Schmidt, Derek",35,000280
FORD,Spearville City,Attorney General,,Democratic,"Swain, Sarah G.",50,000300
FORD,Spearville City,Attorney General,,Republican,"Schmidt, Derek",258,000300
FORD,Spearville Township,Attorney General,,Democratic,"Swain, Sarah G.",15,000310
FORD,Spearville Township,Attorney General,,Republican,"Schmidt, Derek",131,000310
FORD,Wheatland Township,Attorney General,,Democratic,"Swain, Sarah G.",5,000320
FORD,Wheatland Township,Attorney General,,Republican,"Schmidt, Derek",56,000320
FORD,Wilburn Township,Attorney General,,Democratic,"Swain, Sarah G.",5,000330
FORD,Wilburn Township,Attorney General,,Republican,"Schmidt, Derek",34,000330
FORD,Dodge Township H115,Attorney General,,Democratic,"Swain, Sarah G.",36,120020
FORD,Dodge Township H115,Attorney General,,Republican,"Schmidt, Derek",121,120020
FORD,Dodge Township H119 A,Attorney General,,Democratic,"Swain, Sarah G.",0,12003A
FORD,Dodge Township H119 A,Attorney General,,Republican,"Schmidt, Derek",0,12003A
FORD,Dodge Township H119,Attorney General,,Democratic,"Swain, Sarah G.",4,120030
FORD,Dodge Township H119,Attorney General,,Republican,"Schmidt, Derek",27,120030
FORD,Enterprise Township H115,Attorney General,,Democratic,"Swain, Sarah G.",57,120040
FORD,Enterprise Township H115,Attorney General,,Republican,"Schmidt, Derek",118,120040
FORD,Enterprise Township H119,Attorney General,,Democratic,"Swain, Sarah G.",5,120050
FORD,Enterprise Township H119,Attorney General,,Republican,"Schmidt, Derek",2,120050
FORD,Grandview Township H115,Attorney General,,Democratic,"Swain, Sarah G.",29,120060
FORD,Grandview Township H115,Attorney General,,Republican,"Schmidt, Derek",120,120060
FORD,Grandview Township East H119,Attorney General,,Democratic,"Swain, Sarah G.",1,12007A
FORD,Grandview Township East H119,Attorney General,,Republican,"Schmidt, Derek",0,12007A
FORD,Grandview Township H119,Attorney General,,Democratic,"Swain, Sarah G.",0,120070
FORD,Grandview Township H119,Attorney General,,Republican,"Schmidt, Derek",0,120070
FORD,Grandview Township Ward 2 H115,Attorney General,,Democratic,"Swain, Sarah G.",16,120080
FORD,Grandview Township Ward 2 H115,Attorney General,,Republican,"Schmidt, Derek",35,120080
FORD,Grandview Township Ward 2 H119,Attorney General,,Democratic,"Swain, Sarah G.",0,120090
FORD,Grandview Township Ward 2 H119,Attorney General,,Republican,"Schmidt, Derek",0,120090
FORD,Dodge City Precinct 03 H115,Attorney General,,Democratic,"Swain, Sarah G.",0,120100
FORD,Dodge City Precinct 03 H115,Attorney General,,Republican,"Schmidt, Derek",0,120100
FORD,Dodge City Township C H115,Attorney General,,Democratic,"Swain, Sarah G.",0,120110
FORD,Dodge City Township C H115,Attorney General,,Republican,"Schmidt, Derek",0,120110
FORD,Dodge City Township W H119,Attorney General,,Democratic,"Swain, Sarah G.",0,120120
FORD,Dodge City Township W H119,Attorney General,,Republican,"Schmidt, Derek",1,120120
FORD,Dodge City Precinct 09,Attorney General,,Democratic,"Swain, Sarah G.",4,120130
FORD,Dodge City Precinct 09,Attorney General,,Republican,"Schmidt, Derek",4,120130
FORD,Dodge City Precinct 10,Attorney General,,Democratic,"Swain, Sarah G.",0,120140
FORD,Dodge City Precinct 10,Attorney General,,Republican,"Schmidt, Derek",0,120140
