county,precinct,office,district,party,candidate,votes,vtd
RENO,Albion Township,Attorney General,,Democratic,"Swain, Sarah G.",73,000010
RENO,Albion Township,Attorney General,,Republican,"Schmidt, Derek",265,000010
RENO,Arlington Township,Attorney General,,Democratic,"Swain, Sarah G.",62,000020
RENO,Arlington Township,Attorney General,,Republican,"Schmidt, Derek",111,000020
RENO,Bell Township,Attorney General,,Democratic,"Swain, Sarah G.",5,000030
RENO,Bell Township,Attorney General,,Republican,"Schmidt, Derek",21,000030
RENO,Castleton Township,Attorney General,,Democratic,"Swain, Sarah G.",26,000040
RENO,Castleton Township,Attorney General,,Republican,"Schmidt, Derek",103,000040
RENO,Center Township,Attorney General,,Democratic,"Swain, Sarah G.",35,000050
RENO,Center Township,Attorney General,,Republican,"Schmidt, Derek",122,000050
RENO,Enterprise Township,Attorney General,,Democratic,"Swain, Sarah G.",10,000060
RENO,Enterprise Township,Attorney General,,Republican,"Schmidt, Derek",55,000060
RENO,Grant Township,Attorney General,,Democratic,"Swain, Sarah G.",138,000070
RENO,Grant Township,Attorney General,,Republican,"Schmidt, Derek",551,000070
RENO,Grove Township,Attorney General,,Democratic,"Swain, Sarah G.",5,000080
RENO,Grove Township,Attorney General,,Republican,"Schmidt, Derek",21,000080
RENO,Haven Township,Attorney General,,Democratic,"Swain, Sarah G.",180,000090
RENO,Haven Township,Attorney General,,Republican,"Schmidt, Derek",440,000090
RENO,Hayes Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000100
RENO,Hayes Township,Attorney General,,Republican,"Schmidt, Derek",25,000100
RENO,Huntsville Township,Attorney General,,Democratic,"Swain, Sarah G.",2,000110
RENO,Huntsville Township,Attorney General,,Republican,"Schmidt, Derek",47,000110
RENO,Hutchinson Precinct 02,Attorney General,,Democratic,"Swain, Sarah G.",83,000130
RENO,Hutchinson Precinct 02,Attorney General,,Republican,"Schmidt, Derek",79,000130
RENO,Hutchinson Precinct 03,Attorney General,,Democratic,"Swain, Sarah G.",76,000140
RENO,Hutchinson Precinct 03,Attorney General,,Republican,"Schmidt, Derek",48,000140
RENO,Hutchinson Precinct 04,Attorney General,,Democratic,"Swain, Sarah G.",192,000150
RENO,Hutchinson Precinct 04,Attorney General,,Republican,"Schmidt, Derek",532,000150
RENO,Hutchinson Precinct 05,Attorney General,,Democratic,"Swain, Sarah G.",124,000160
RENO,Hutchinson Precinct 05,Attorney General,,Republican,"Schmidt, Derek",133,000160
RENO,Hutchinson Precinct 06,Attorney General,,Democratic,"Swain, Sarah G.",140,000170
RENO,Hutchinson Precinct 06,Attorney General,,Republican,"Schmidt, Derek",139,000170
