county,precinct,office,district,party,candidate,votes,vtd
COWLEY,Arkansas City Ward 1 A,Attorney General,,Democratic,"Swain, Sarah G.",49,00001A
COWLEY,Arkansas City Ward 1 A,Attorney General,,Republican,"Schmidt, Derek",77,00001A
COWLEY,Arkansas City Ward 1 A Exclave A,Attorney General,,Democratic,"Swain, Sarah G.",2,00001B
COWLEY,Arkansas City Ward 1 A Exclave A,Attorney General,,Republican,"Schmidt, Derek",11,00001B
COWLEY,Arkansas City Ward 1 A Exclave B,Attorney General,,Democratic,"Swain, Sarah G.",0,00001C
COWLEY,Arkansas City Ward 1 A Exclave B,Attorney General,,Republican,"Schmidt, Derek",3,00001C
COWLEY,Arkansas City Ward 1 B,Attorney General,,Democratic,"Swain, Sarah G.",38,000020
COWLEY,Arkansas City Ward 1 B,Attorney General,,Republican,"Schmidt, Derek",95,000020
COWLEY,Arkansas City Ward 1 C,Attorney General,,Democratic,"Swain, Sarah G.",89,000030
COWLEY,Arkansas City Ward 1 C,Attorney General,,Republican,"Schmidt, Derek",146,000030
COWLEY,Arkansas City Ward 1 D,Attorney General,,Democratic,"Swain, Sarah G.",72,000040
COWLEY,Arkansas City Ward 1 D,Attorney General,,Republican,"Schmidt, Derek",122,000040
COWLEY,Arkansas City Ward 2 A,Attorney General,,Democratic,"Swain, Sarah G.",91,000050
COWLEY,Arkansas City Ward 2 A,Attorney General,,Republican,"Schmidt, Derek",204,000050
COWLEY,Arkansas City Ward 2 B - 1,Attorney General,,Democratic,"Swain, Sarah G.",37,00006A
COWLEY,Arkansas City Ward 2 B - 1,Attorney General,,Republican,"Schmidt, Derek",60,00006A
COWLEY,Arkansas City Ward 2 B - 2,Attorney General,,Democratic,"Swain, Sarah G.",26,00006B
COWLEY,Arkansas City Ward 2 B - 2,Attorney General,,Republican,"Schmidt, Derek",58,00006B
COWLEY,Arkansas City Ward 2 C,Attorney General,,Democratic,"Swain, Sarah G.",15,000070
COWLEY,Arkansas City Ward 2 C,Attorney General,,Republican,"Schmidt, Derek",18,000070
