county,precinct,office,district,party,candidate,votes,vtd
RUSSELL,Big Creek Township,Attorney General,,Democratic,"Swain, Sarah G.",30,000010
RUSSELL,Big Creek Township,Attorney General,,Republican,"Schmidt, Derek",167,000010
RUSSELL,Center Township,Attorney General,,Democratic,"Swain, Sarah G.",25,000020
RUSSELL,Center Township,Attorney General,,Republican,"Schmidt, Derek",107,000020
RUSSELL,Fairfield Township,Attorney General,,Democratic,"Swain, Sarah G.",3,000030
RUSSELL,Fairfield Township,Attorney General,,Republican,"Schmidt, Derek",12,000030
RUSSELL,Fairview Township,Attorney General,,Democratic,"Swain, Sarah G.",61,000040
RUSSELL,Fairview Township,Attorney General,,Republican,"Schmidt, Derek",123,000040
RUSSELL,Grant Township,Attorney General,,Democratic,"Swain, Sarah G.",12,000050
RUSSELL,Grant Township,Attorney General,,Republican,"Schmidt, Derek",82,000050
RUSSELL,Lincoln Township,Attorney General,,Democratic,"Swain, Sarah G.",6,000060
RUSSELL,Lincoln Township,Attorney General,,Republican,"Schmidt, Derek",52,000060
RUSSELL,Luray Township,Attorney General,,Democratic,"Swain, Sarah G.",25,000070
RUSSELL,Luray Township,Attorney General,,Republican,"Schmidt, Derek",58,000070
RUSSELL,Paradise Township,Attorney General,,Democratic,"Swain, Sarah G.",15,000080
RUSSELL,Paradise Township,Attorney General,,Republican,"Schmidt, Derek",67,000080
RUSSELL,Plymouth Township,Attorney General,,Democratic,"Swain, Sarah G.",20,000090
RUSSELL,Plymouth Township,Attorney General,,Republican,"Schmidt, Derek",94,000090
RUSSELL,Russell Township,Attorney General,,Democratic,"Swain, Sarah G.",7,000100
RUSSELL,Russell Township,Attorney General,,Republican,"Schmidt, Derek",38,000100
RUSSELL,Russell Ward 1,Attorney General,,Democratic,"Swain, Sarah G.",69,000110
RUSSELL,Russell Ward 1,Attorney General,,Republican,"Schmidt, Derek",292,000110
RUSSELL,Russell Ward 2,Attorney General,,Democratic,"Swain, Sarah G.",96,000120
RUSSELL,Russell Ward 2,Attorney General,,Republican,"Schmidt, Derek",365,000120
RUSSELL,Russell Ward 3,Attorney General,,Democratic,"Swain, Sarah G.",79,000130
RUSSELL,Russell Ward 3,Attorney General,,Republican,"Schmidt, Derek",269,000130
RUSSELL,Russell Ward 4,Attorney General,,Democratic,"Swain, Sarah G.",77,00014A
RUSSELL,Russell Ward 4,Attorney General,,Republican,"Schmidt, Derek",318,00014A
RUSSELL,Russell Ward 4 Exclave,Attorney General,,Democratic,"Swain, Sarah G.",0,00014B
RUSSELL,Russell Ward 4 Exclave,Attorney General,,Republican,"Schmidt, Derek",0,00014B
RUSSELL,Russell Ward 4 Exclave Airport,Attorney General,,Democratic,"Swain, Sarah G.",0,00014C
RUSSELL,Russell Ward 4 Exclave Airport,Attorney General,,Republican,"Schmidt, Derek",0,00014C
RUSSELL,Waldo Township,Attorney General,,Democratic,"Swain, Sarah G.",9,000150
RUSSELL,Waldo Township,Attorney General,,Republican,"Schmidt, Derek",38,000150
RUSSELL,Winterset Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000160
RUSSELL,Winterset Township,Attorney General,,Republican,"Schmidt, Derek",32,000160
RUSSELL,Russell Township Exclave,Attorney General,,Democratic,"Swain, Sarah G.",0,900010
RUSSELL,Russell Township Exclave,Attorney General,,Republican,"Schmidt, Derek",0,900010
RUSSELL,Big Creek Township,Governor,,independent,"Kloos, Rick",0,000010
RUSSELL,Big Creek Township,Governor,,independent,"Orman, Greg",8,000010
RUSSELL,Big Creek Township,Governor,,Democratic,"Kelly, Laura",37,000010
RUSSELL,Big Creek Township,Governor,,Libertarian,"Caldwell, Jeff",6,000010
RUSSELL,Big Creek Township,Governor,,Republican,"Kobach, Kris",149,000010
RUSSELL,Center Township,Governor,,independent,"Kloos, Rick",3,000020
RUSSELL,Center Township,Governor,,independent,"Orman, Greg",12,000020
RUSSELL,Center Township,Governor,,Democratic,"Kelly, Laura",27,000020
RUSSELL,Center Township,Governor,,Libertarian,"Caldwell, Jeff",2,000020
RUSSELL,Center Township,Governor,,Republican,"Kobach, Kris",93,000020
RUSSELL,Fairfield Township,Governor,,independent,"Kloos, Rick",0,000030
RUSSELL,Fairfield Township,Governor,,independent,"Orman, Greg",2,000030
RUSSELL,Fairfield Township,Governor,,Democratic,"Kelly, Laura",4,000030
RUSSELL,Fairfield Township,Governor,,Libertarian,"Caldwell, Jeff",0,000030
RUSSELL,Fairfield Township,Governor,,Republican,"Kobach, Kris",9,000030
RUSSELL,Fairview Township,Governor,,independent,"Kloos, Rick",0,000040
RUSSELL,Fairview Township,Governor,,independent,"Orman, Greg",13,000040
RUSSELL,Fairview Township,Governor,,Democratic,"Kelly, Laura",73,000040
RUSSELL,Fairview Township,Governor,,Libertarian,"Caldwell, Jeff",4,000040
RUSSELL,Fairview Township,Governor,,Republican,"Kobach, Kris",97,000040
RUSSELL,Grant Township,Governor,,independent,"Kloos, Rick",0,000050
RUSSELL,Grant Township,Governor,,independent,"Orman, Greg",12,000050
RUSSELL,Grant Township,Governor,,Democratic,"Kelly, Laura",25,000050
RUSSELL,Grant Township,Governor,,Libertarian,"Caldwell, Jeff",0,000050
RUSSELL,Grant Township,Governor,,Republican,"Kobach, Kris",59,000050
RUSSELL,Lincoln Township,Governor,,independent,"Kloos, Rick",0,000060
RUSSELL,Lincoln Township,Governor,,independent,"Orman, Greg",5,000060
RUSSELL,Lincoln Township,Governor,,Democratic,"Kelly, Laura",19,000060
RUSSELL,Lincoln Township,Governor,,Libertarian,"Caldwell, Jeff",0,000060
RUSSELL,Lincoln Township,Governor,,Republican,"Kobach, Kris",34,000060
RUSSELL,Luray Township,Governor,,independent,"Kloos, Rick",0,000070
RUSSELL,Luray Township,Governor,,independent,"Orman, Greg",11,000070
RUSSELL,Luray Township,Governor,,Democratic,"Kelly, Laura",28,000070
RUSSELL,Luray Township,Governor,,Libertarian,"Caldwell, Jeff",3,000070
RUSSELL,Luray Township,Governor,,Republican,"Kobach, Kris",43,000070
RUSSELL,Paradise Township,Governor,,independent,"Kloos, Rick",3,000080
RUSSELL,Paradise Township,Governor,,independent,"Orman, Greg",6,000080
RUSSELL,Paradise Township,Governor,,Democratic,"Kelly, Laura",20,000080
RUSSELL,Paradise Township,Governor,,Libertarian,"Caldwell, Jeff",1,000080
RUSSELL,Paradise Township,Governor,,Republican,"Kobach, Kris",54,000080
RUSSELL,Plymouth Township,Governor,,independent,"Kloos, Rick",0,000090
RUSSELL,Plymouth Township,Governor,,independent,"Orman, Greg",19,000090
RUSSELL,Plymouth Township,Governor,,Democratic,"Kelly, Laura",33,000090
RUSSELL,Plymouth Township,Governor,,Libertarian,"Caldwell, Jeff",0,000090
RUSSELL,Plymouth Township,Governor,,Republican,"Kobach, Kris",70,000090
RUSSELL,Russell Township,Governor,,independent,"Kloos, Rick",0,000100
RUSSELL,Russell Township,Governor,,independent,"Orman, Greg",6,000100
RUSSELL,Russell Township,Governor,,Democratic,"Kelly, Laura",11,000100
RUSSELL,Russell Township,Governor,,Libertarian,"Caldwell, Jeff",2,000100
RUSSELL,Russell Township,Governor,,Republican,"Kobach, Kris",26,000100
RUSSELL,Russell Ward 1,Governor,,independent,"Kloos, Rick",1,000110
RUSSELL,Russell Ward 1,Governor,,independent,"Orman, Greg",44,000110
RUSSELL,Russell Ward 1,Governor,,Democratic,"Kelly, Laura",102,000110
RUSSELL,Russell Ward 1,Governor,,Libertarian,"Caldwell, Jeff",10,000110
RUSSELL,Russell Ward 1,Governor,,Republican,"Kobach, Kris",208,000110
RUSSELL,Russell Ward 2,Governor,,independent,"Kloos, Rick",2,000120
RUSSELL,Russell Ward 2,Governor,,independent,"Orman, Greg",53,000120
RUSSELL,Russell Ward 2,Governor,,Democratic,"Kelly, Laura",148,000120
RUSSELL,Russell Ward 2,Governor,,Libertarian,"Caldwell, Jeff",4,000120
RUSSELL,Russell Ward 2,Governor,,Republican,"Kobach, Kris",253,000120
RUSSELL,Russell Ward 3,Governor,,independent,"Kloos, Rick",1,000130
RUSSELL,Russell Ward 3,Governor,,independent,"Orman, Greg",33,000130
RUSSELL,Russell Ward 3,Governor,,Democratic,"Kelly, Laura",122,000130
RUSSELL,Russell Ward 3,Governor,,Libertarian,"Caldwell, Jeff",7,000130
RUSSELL,Russell Ward 3,Governor,,Republican,"Kobach, Kris",189,000130
RUSSELL,Russell Ward 4,Governor,,independent,"Kloos, Rick",2,00014A
RUSSELL,Russell Ward 4,Governor,,independent,"Orman, Greg",43,00014A
RUSSELL,Russell Ward 4,Governor,,Democratic,"Kelly, Laura",117,00014A
RUSSELL,Russell Ward 4,Governor,,Libertarian,"Caldwell, Jeff",6,00014A
RUSSELL,Russell Ward 4,Governor,,Republican,"Kobach, Kris",228,00014A
RUSSELL,Russell Ward 4 Exclave,Governor,,independent,"Kloos, Rick",0,00014B
RUSSELL,Russell Ward 4 Exclave,Governor,,independent,"Orman, Greg",0,00014B
RUSSELL,Russell Ward 4 Exclave,Governor,,Democratic,"Kelly, Laura",0,00014B
RUSSELL,Russell Ward 4 Exclave,Governor,,Libertarian,"Caldwell, Jeff",0,00014B
RUSSELL,Russell Ward 4 Exclave,Governor,,Republican,"Kobach, Kris",0,00014B
RUSSELL,Russell Ward 4 Exclave Airport,Governor,,independent,"Kloos, Rick",0,00014C
RUSSELL,Russell Ward 4 Exclave Airport,Governor,,independent,"Orman, Greg",0,00014C
RUSSELL,Russell Ward 4 Exclave Airport,Governor,,Democratic,"Kelly, Laura",0,00014C
RUSSELL,Russell Ward 4 Exclave Airport,Governor,,Libertarian,"Caldwell, Jeff",0,00014C
RUSSELL,Russell Ward 4 Exclave Airport,Governor,,Republican,"Kobach, Kris",0,00014C
RUSSELL,Waldo Township,Governor,,independent,"Kloos, Rick",0,000150
RUSSELL,Waldo Township,Governor,,independent,"Orman, Greg",11,000150
RUSSELL,Waldo Township,Governor,,Democratic,"Kelly, Laura",11,000150
RUSSELL,Waldo Township,Governor,,Libertarian,"Caldwell, Jeff",1,000150
RUSSELL,Waldo Township,Governor,,Republican,"Kobach, Kris",25,000150
