county,precinct,office,district,party,candidate,votes,vtd
REPUBLIC,Albion Township,Governor,,Democratic,"Davis, Paul",12,000010
REPUBLIC,Albion Township,Governor,,Libertarian,"Umbehr, Keen A.",4,000010
REPUBLIC,Albion Township,Governor,,Republican,"Brownback, Sam",36,000010
REPUBLIC,Beaver Township,Governor,,Democratic,"Davis, Paul",14,000020
REPUBLIC,Beaver Township,Governor,,Libertarian,"Umbehr, Keen A.",2,000020
REPUBLIC,Beaver Township,Governor,,Republican,"Brownback, Sam",21,000020
REPUBLIC,Belleville Township,Governor,,Democratic,"Davis, Paul",14,000030
REPUBLIC,Belleville Township,Governor,,Libertarian,"Umbehr, Keen A.",7,000030
REPUBLIC,Belleville Township,Governor,,Republican,"Brownback, Sam",80,000030
REPUBLIC,Belleville Ward 1,Governor,,Democratic,"Davis, Paul",88,000040
REPUBLIC,Belleville Ward 1,Governor,,Libertarian,"Umbehr, Keen A.",16,000040
REPUBLIC,Belleville Ward 1,Governor,,Republican,"Brownback, Sam",170,000040
REPUBLIC,Belleville Ward 2,Governor,,Democratic,"Davis, Paul",104,00005A
REPUBLIC,Belleville Ward 2,Governor,,Libertarian,"Umbehr, Keen A.",14,00005A
REPUBLIC,Belleville Ward 2,Governor,,Republican,"Brownback, Sam",173,00005A
REPUBLIC,Belleville Ward 2 Exclave Airport,Governor,,Democratic,"Davis, Paul",0,00005B
REPUBLIC,Belleville Ward 2 Exclave Airport,Governor,,Libertarian,"Umbehr, Keen A.",0,00005B
REPUBLIC,Belleville Ward 2 Exclave Airport,Governor,,Republican,"Brownback, Sam",0,00005B
REPUBLIC,Belleville Ward 3,Governor,,Democratic,"Davis, Paul",49,00006A
REPUBLIC,Belleville Ward 3,Governor,,Libertarian,"Umbehr, Keen A.",16,00006A
REPUBLIC,Belleville Ward 3,Governor,,Republican,"Brownback, Sam",102,00006A
REPUBLIC,Belleville Ward 3 Exclave Cemetery,Governor,,Democratic,"Davis, Paul",0,00006B
REPUBLIC,Belleville Ward 3 Exclave Cemetery,Governor,,Libertarian,"Umbehr, Keen A.",0,00006B
REPUBLIC,Belleville Ward 3 Exclave Cemetery,Governor,,Republican,"Brownback, Sam",0,00006B
REPUBLIC,Big Bend Township,Governor,,Democratic,"Davis, Paul",19,000070
REPUBLIC,Big Bend Township,Governor,,Libertarian,"Umbehr, Keen A.",7,000070
REPUBLIC,Big Bend Township,Governor,,Republican,"Brownback, Sam",40,000070
REPUBLIC,Courtland Township,Governor,,Democratic,"Davis, Paul",64,000080
REPUBLIC,Courtland Township,Governor,,Libertarian,"Umbehr, Keen A.",5,000080
REPUBLIC,Courtland Township,Governor,,Republican,"Brownback, Sam",103,000080
REPUBLIC,Elk Creek Township,Governor,,Democratic,"Davis, Paul",16,000090
REPUBLIC,Elk Creek Township,Governor,,Libertarian,"Umbehr, Keen A.",3,000090
REPUBLIC,Elk Creek Township,Governor,,Republican,"Brownback, Sam",47,000090
REPUBLIC,Fairview Township,Governor,,Democratic,"Davis, Paul",17,000100
REPUBLIC,Fairview Township,Governor,,Libertarian,"Umbehr, Keen A.",3,000100
REPUBLIC,Fairview Township,Governor,,Republican,"Brownback, Sam",52,000100
REPUBLIC,Farmington Township,Governor,,Democratic,"Davis, Paul",3,000110
REPUBLIC,Farmington Township,Governor,,Libertarian,"Umbehr, Keen A.",2,000110
REPUBLIC,Farmington Township,Governor,,Republican,"Brownback, Sam",18,000110
REPUBLIC,Freedom Township,Governor,,Democratic,"Davis, Paul",22,00012A
REPUBLIC,Freedom Township,Governor,,Libertarian,"Umbehr, Keen A.",4,00012A
REPUBLIC,Freedom Township,Governor,,Republican,"Brownback, Sam",53,00012A
REPUBLIC,Freedom Township Enclave,Governor,,Democratic,"Davis, Paul",0,00012B
REPUBLIC,Freedom Township Enclave,Governor,,Libertarian,"Umbehr, Keen A.",0,00012B
REPUBLIC,Freedom Township Enclave,Governor,,Republican,"Brownback, Sam",0,00012B
REPUBLIC,Grant Township,Governor,,Democratic,"Davis, Paul",10,000130
REPUBLIC,Grant Township,Governor,,Libertarian,"Umbehr, Keen A.",0,000130
REPUBLIC,Grant Township,Governor,,Republican,"Brownback, Sam",16,000130
REPUBLIC,Jefferson Township,Governor,,Democratic,"Davis, Paul",17,000140
