county,precinct,office,district,party,candidate,votes,vtd
ELLIS,Buckeye Township,Governor,,Democratic,"Davis, Paul",50,000010
ELLIS,Buckeye Township,Governor,,Libertarian,"Umbehr, Keen A.",4,000010
ELLIS,Buckeye Township,Governor,,Republican,"Brownback, Sam",119,000010
ELLIS,Catherine Township,Governor,,Democratic,"Davis, Paul",45,000020
ELLIS,Catherine Township,Governor,,Libertarian,"Umbehr, Keen A.",6,000020
ELLIS,Catherine Township,Governor,,Republican,"Brownback, Sam",84,000020
ELLIS,East Big Creek Township,Governor,,Democratic,"Davis, Paul",110,000030
ELLIS,East Big Creek Township,Governor,,Libertarian,"Umbehr, Keen A.",10,000030
ELLIS,East Big Creek Township,Governor,,Republican,"Brownback, Sam",191,000030
ELLIS,Ellis Township,Governor,,Democratic,"Davis, Paul",64,000040
ELLIS,Ellis Township,Governor,,Libertarian,"Umbehr, Keen A.",7,000040
ELLIS,Ellis Township,Governor,,Republican,"Brownback, Sam",130,000040
ELLIS,Ellis Ward 1,Governor,,Democratic,"Davis, Paul",95,000050
ELLIS,Ellis Ward 1,Governor,,Libertarian,"Umbehr, Keen A.",11,000050
ELLIS,Ellis Ward 1,Governor,,Republican,"Brownback, Sam",149,000050
ELLIS,Ellis Ward 2,Governor,,Democratic,"Davis, Paul",168,000060
ELLIS,Ellis Ward 2,Governor,,Libertarian,"Umbehr, Keen A.",18,000060
ELLIS,Ellis Ward 2,Governor,,Republican,"Brownback, Sam",189,000060
ELLIS,Ellis Ward 3,Governor,,Democratic,"Davis, Paul",81,000070
ELLIS,Ellis Ward 3,Governor,,Libertarian,"Umbehr, Keen A.",13,000070
ELLIS,Ellis Ward 3,Governor,,Republican,"Brownback, Sam",105,000070
ELLIS,Freedom Township,Governor,,Democratic,"Davis, Paul",14,000080
ELLIS,Freedom Township,Governor,,Libertarian,"Umbehr, Keen A.",0,000080
ELLIS,Freedom Township,Governor,,Republican,"Brownback, Sam",27,000080
ELLIS,Hays Ward 1 Precinct 1,Governor,,Democratic,"Davis, Paul",42,000090
ELLIS,Hays Ward 1 Precinct 1,Governor,,Libertarian,"Umbehr, Keen A.",5,000090
ELLIS,Hays Ward 1 Precinct 1,Governor,,Republican,"Brownback, Sam",23,000090
ELLIS,Hays Ward 1 Precinct 2,Governor,,Democratic,"Davis, Paul",78,00010A
ELLIS,Hays Ward 1 Precinct 2,Governor,,Libertarian,"Umbehr, Keen A.",16,00010A
ELLIS,Hays Ward 1 Precinct 2,Governor,,Republican,"Brownback, Sam",81,00010A
ELLIS,Hays Ward 2 Precinct 1,Governor,,Democratic,"Davis, Paul",154,000110
ELLIS,Hays Ward 2 Precinct 1,Governor,,Libertarian,"Umbehr, Keen A.",24,000110
ELLIS,Hays Ward 2 Precinct 1,Governor,,Republican,"Brownback, Sam",162,000110
ELLIS,Hays Ward 2 Precinct 2,Governor,,Democratic,"Davis, Paul",169,000120
ELLIS,Hays Ward 2 Precinct 2,Governor,,Libertarian,"Umbehr, Keen A.",11,000120
ELLIS,Hays Ward 2 Precinct 2,Governor,,Republican,"Brownback, Sam",127,000120
ELLIS,Hays Ward 2 Precinct 3,Governor,,Democratic,"Davis, Paul",119,000130
ELLIS,Hays Ward 2 Precinct 3,Governor,,Libertarian,"Umbehr, Keen A.",9,000130
ELLIS,Hays Ward 2 Precinct 3,Governor,,Republican,"Brownback, Sam",111,000130
ELLIS,Hays Ward 2 Precinct 4,Governor,,Democratic,"Davis, Paul",136,000140
ELLIS,Hays Ward 2 Precinct 4,Governor,,Libertarian,"Umbehr, Keen A.",12,000140
ELLIS,Hays Ward 2 Precinct 4,Governor,,Republican,"Brownback, Sam",116,000140
