county,precinct,office,district,party,candidate,votes
Ottawa,Mpls 1,Attorney,,D,A.J. Kotich,38
Ottawa,Mpls II,Attorney,,D,A.J. Kotich,28
Ottawa,Mpls III,Attorney,,D,A.J. Kotich,39
Ottawa,Mpls 1,Attorney,,R,Derek Schmidt,231
Ottawa,Mpls II,Attorney,,R,Derek Schmidt,150
Ottawa,Mpls III,Attorney,,R,Derek Schmidt,219
Ottawa,Mpls 1,Congress 1,CD1,D,James Sherow,59
Ottawa,Mpls II,Congress 1,CD1,D,James Sherow,44
Ottawa,Mpls III,Congress 1,CD1,D,James Sherow,67
Ottawa,Mpls 1,Congress 1,CD1,R,Tim Huelskamp,211
Ottawa,Mpls II,Congress 1,CD1,R,Tim Huelskamp,134
Ottawa,Mpls III,Congress 1,CD1,R,Tim Huelskamp,191
Ottawa,Mpls 1,Congress 1,CD1,,Write-In,1
Ottawa,Mpls III,Congress 1,CD1,,Write-In,1
Ottawa,Mpls 1,Governor ,,L,Keen Umbehr,17
Ottawa,Mpls II,Governor ,,L,Keen Umbehr,19
Ottawa,Mpls III,Governor ,,L,Keen Umbehr,22
Ottawa,Mpls 1,Governor ,,D,Paul Davis,72
Ottawa,Mpls II,Governor ,,D,Paul Davis,48
Ottawa,Mpls III,Governor ,,D,Paul Davis,73
Ottawa,Mpls 1,Governor ,,R,Sam Brownback,187
Ottawa,Mpls II,Governor ,,R,Sam Brownback,111
Ottawa,Mpls III,Governor ,,R,Sam Brownback,173
Ottawa,Mpls 1,Insurance,,D,Dennis Anderson,42
Ottawa,Mpls II,Insurance,,D,Dennis Anderson,36
Ottawa,Mpls III,Insurance,,D,Dennis Anderson,54
Ottawa,Mpls 1,Insurance,,R,Ken Selzer,212
Ottawa,Mpls II,Insurance,,R,Ken Selzer,138
Ottawa,Mpls III,Insurance,,R,Ken Selzer,197
Ottawa,Mpls 1,Insurance,,,Write-In,1
Ottawa,Mpls 1,Secretary,,D,Jean Kurtis Schodorf,67
Ottawa,Mpls II,Secretary,,D,Jean Kurtis Schodorf,43
Ottawa,Mpls III,Secretary,,D,Jean Kurtis Schodorf,62
Ottawa,Mpls 1,Secretary,,R,Kris Kobach,204
Ottawa,Mpls II,Secretary,,R,Kris Kobach,137
Ottawa,Mpls III,Secretary,,R,Kris Kobach,199
Ottawa,Mpls 1,State Rep 107,H107,R,Susan Concannon,228
Ottawa,Mpls II,State Rep 107,H107,R,Susan Concannon,150
Ottawa,Mpls III,State Rep 107,H107,R,Susan Concannon,220
Ottawa,Mpls 1,State Rep 107,H107,wri,Write-In,1
Ottawa,Mpls III,State Rep 107,H107,wri,Write-In,1
Ottawa,Mpls 1,Treasurer,,D,Carmen Alldritt,37
Ottawa,Mpls II,Treasurer,,D,Carmen Alldritt,27
Ottawa,Mpls III,Treasurer,,D,Carmen Alldritt,37
Ottawa,Mpls 1,Treasurer,,R,Ron Estes,229
Ottawa,Mpls II,Treasurer,,R,Ron Estes,151
Ottawa,Mpls III,Treasurer,,R,Ron Estes,218
Ottawa,Mpls 1,US Senate,,I,Greg Orman,57
Ottawa,Mpls II,US Senate,,I,Greg Orman,36
Ottawa,Mpls III,US Senate,,I,Greg Orman,58
Ottawa,Mpls 1,US Senate,,R,Pat Roberts,204
Ottawa,Mpls II,US Senate,,R,Pat Roberts,127
