city,precinct,office,district,party,candidate,votes
Shaw-Topeka,Ward 2 Precinct 10,Governor,,D,Paul Davis,214
Shaw-Topeka,Ward 2 Precinct 11,Governor,,D,Paul Davis,99
Shaw-Topeka,Ward 3 Precinct 1,Governor,,D,Paul Davis,144
Shaw-Topeka,Ward 3 Precinct 2,Governor,,D,Paul Davis,180
Shaw-Topeka,Ward 3 Precinct 3,Governor,,D,Paul Davis,113
Shaw-Topeka,Ward 3 Precinct 4,Governor,,D,Paul Davis,118
Shaw-Topeka,Ward 3 Precinct 5,Governor,,D,Paul Davis,80
Shaw-Topeka,Ward 3 Precinct 6,Governor,,D,Paul Davis,88
Shaw-Topeka,Ward 3 Precinct 7,Governor,,D,Paul Davis,113
Shaw-Topeka,Ward 3 Precinct 8,Governor,,D,Paul Davis,121
Shaw-Topeka,Ward 3 Precinct 9,Governor,,D,Paul Davis,127
Shaw-Topeka,Ward 3 Precinct 10,Governor,,D,Paul Davis,8
Shaw-Topeka,Ward 4 Precinct 1,Governor,,D,Paul Davis,137
Shaw-Topeka,Ward 4 Precinct 2,Governor,,D,Paul Davis,136
Shaw-Topeka,Ward 4 Precinct 3,Governor,,D,Paul Davis,100
Shaw-Topeka,Ward 4 Precinct 4,Governor,,D,Paul Davis,176
Shaw-Topeka,Ward 4 Precinct 6,Governor,,D,Paul Davis,165
Shaw-Topeka,Ward 4 Precinct 7,Governor,,D,Paul Davis,99
Shaw-Topeka,Ward 4 Precinct 8,Governor,,D,Paul Davis,118
Shaw-Topeka,Ward 4 Precinct 9,Governor,,D,Paul Davis,151
Shaw-Topeka,Ward 4 Precinct 10,Governor,,D,Paul Davis,192
Shaw-Topeka,Ward 4 Precinct 11,Governor,,D,Paul Davis,58
Shaw-Topeka,Ward 4 Precinct 12,Governor,,D,Paul Davis,15
Shaw-Topeka,Ward 4 Precinct 15,Governor,,D,Paul Davis,87
Shaw-Topeka,Ward 5 Precinct 1,Governor,,D,Paul Davis,127
Shaw-Topeka,Ward 5 Precinct 2,Governor,,D,Paul Davis,128
Shaw-Topeka,Ward 5 Precinct 3,Governor,,D,Paul Davis,120
Shaw-Topeka,Ward 5 Precinct 4,Governor,,D,Paul Davis,155
Shaw-Topeka,Ward 5 Precinct 5,Governor,,D,Paul Davis,147
Shaw-Topeka,Ward 5 Precinct 6,Governor,,D,Paul Davis,108
Shaw-Topeka,Ward 5 Precinct 7,Governor,,D,Paul Davis,154
Shaw-Topeka,Ward 5 Precinct 8,Governor,,D,Paul Davis,112
Shaw-Topeka,Ward 5 Precinct 9,Governor,,D,Paul Davis,222
Shaw-Topeka,Ward 5 Precinct 10,Governor,,D,Paul Davis,268
Shaw-Topeka,Ward 5 Precinct 11,Governor,,D,Paul Davis,212
Shaw-Topeka,Ward 5 Precinct 14,Governor,,D,Paul Davis,105
Shaw-Topeka,Ward 5 Precinct 15,Governor,,D,Paul Davis,29
Shaw-Topeka,Ward 5 Precinct 91,Governor,,D,Paul Davis,53
Shaw-Topeka,Ward 6 Precinct 1,Governor,,D,Paul Davis,120
Shaw-Topeka,Ward 6 Precinct 2,Governor,,D,Paul Davis,118
Shaw-Topeka,Ward 6 Precinct 3,Governor,,D,Paul Davis,196
Shaw-Topeka,Ward 6 Precinct 4,Governor,,D,Paul Davis,149
Shaw-Topeka,Ward 6 Precinct 5,Governor,,D,Paul Davis,209
Shaw-Topeka,Ward 6 Precinct 6,Governor,,D,Paul Davis,98
Shaw-Topeka,Ward 6 Precinct 7,Governor,,D,Paul Davis,77
Shaw-Topeka,Ward 6 Precinct 8,Governor,,D,Paul Davis,167
Shaw-Topeka,Ward 6 Precinct 9,Governor,,D,Paul Davis,340
Shaw-Topeka,Ward 7 Precinct 1,Governor,,D,Paul Davis,215
Shaw-Topeka,Ward 7 Precinct 2,Governor,,D,Paul Davis,170
Shaw-Topeka,Ward 7 Precinct 3,Governor,,D,Paul Davis,171
Shaw-Topeka,Ward 7 Precinct 4,Governor,,D,Paul Davis,191
Shaw-Topeka,Ward 7 Precinct 5,Governor,,D,Paul Davis,135
Shaw-Topeka,Ward 7 Precinct 6,Governor,,D,Paul Davis,123
Shaw-Topeka,Ward 7 Precinct 7,Governor,,D,Paul Davis,131
Shaw-Topeka,Ward 7 Precinct 9,Governor,,D,Paul Davis,135
Shaw-Topeka,Ward 7 Precinct 10,Governor,,D,Paul Davis,158
Shaw-Topeka,Ward 7 Precinct 11,Governor,,D,Paul Davis,234
Shaw-Topeka,Ward 8 Precinct 1,Governor,,D,Paul Davis,143
Shaw-Topeka,Ward 8 Precinct 2,Governor,,D,Paul Davis,174
Shaw-Topeka,Ward 8 Precinct 3,Governor,,D,Paul Davis,245
Shaw-Topeka,Ward 8 Precinct 4,Governor,,D,Paul Davis,225
Shaw-Topeka,Ward 8 Precinct 5,Governor,,D,Paul Davis,275
Shaw-Topeka,Ward 8 Precinct 6,Governor,,D,Paul Davis,151
Shaw-Topeka,Ward 8 Precinct 7,Governor,,D,Paul Davis,154
Shaw-Topeka,Ward 8 Precinct 8,Governor,,D,Paul Davis,185
Shaw-Topeka,Ward 8 Precinct 9,Governor,,D,Paul Davis,224
Shaw-Topeka,Ward 8 Precinct 10,Governor,,D,Paul Davis,139
Shaw-Topeka,Ward 8 Precinct 11,Governor,,D,Paul Davis,222
Shaw-Topeka,Ward 9 Precinct 1,Governor,,D,Paul Davis,39
Shaw-Topeka,Ward 9 Precinct 2,Governor,,D,Paul Davis,141
Shaw-Topeka,Ward 9 Precinct 3,Governor,,D,Paul Davis,249
Shaw-Topeka,Ward 9 Precinct 4,Governor,,D,Paul Davis,236
Shaw-Topeka,Ward 9 Precinct 5,Governor,,D,Paul Davis,180
Shaw-Topeka,Ward 9 Precinct 6,Governor,,D,Paul Davis,195
Shaw-Topeka,Ward 9 Precinct 8,Governor,,D,Paul Davis,222
Shaw-Topeka,Ward 9 Precinct 9,Governor,,D,Paul Davis,172
Shaw-Topeka,Ward 9 Precinct 10,Governor,,D,Paul Davis,326
Shaw-Topeka,Ward 9 Precinct 11,Governor,,D,Paul Davis,192
Shaw-Topeka,Ward 9 Precinct 12,Governor,,D,Paul Davis,96
Shaw-Topeka,Ward 10 Precinct 1,Governor,,D,Paul Davis,213
Shaw-Topeka,Ward 10 Precinct 2,Governor,,D,Paul Davis,176
Shaw-Topeka,Ward 10 Precinct 3,Governor,,D,Paul Davis,287
Shaw-Topeka,Ward 10 Precinct 4,Governor,,D,Paul Davis,165
Shaw-Topeka,Ward 10 Precinct 5,Governor,,D,Paul Davis,175
Shaw-Topeka,Ward 10 Precinct 6,Governor,,D,Paul Davis,155
Shaw-Topeka,Ward 10 Precinct 7,Governor,,D,Paul Davis,187
Shaw-Topeka,Ward 10 Precinct 8,Governor,,D,Paul Davis,163
Shaw-Topeka,Ward 10 Precinct 9,Governor,,D,Paul Davis,131
Shaw-Topeka,Ward 10 Precinct 10,Governor,,D,Paul Davis,180
Shaw-Topeka,Ward 10 Precinct 11,Governor,,D,Paul Davis,234
Shaw-Topeka,Ward 10 Precinct 14,Governor,,D,Paul Davis,198
Shaw-Topeka,Ward 11 Precinct 1,Governor,,D,Paul Davis,122
Shaw-Topeka,Ward 11 Precinct 2,Governor,,D,Paul Davis,185
Shaw-Topeka,Ward 11 Precinct 3,Governor,,D,Paul Davis,143
Shaw-Topeka,Ward 11 Precinct 4,Governor,,D,Paul Davis,261
Shaw-Topeka,Ward 11 Precinct 5,Governor,,D,Paul Davis,190
Shaw-Topeka,Ward 11 Precinct 6,Governor,,D,Paul Davis,172
Shaw-Topeka,Ward 11 Precinct 7,Governor,,D,Paul Davis,157
Shaw-Topeka,Ward 11 Precinct 8,Governor,,D,Paul Davis,156
Shaw-Topeka,Ward 11 Precinct 9,Governor,,D,Paul Davis,176
Shaw-Topeka,Ward 11 Precinct 10,Governor,,D,Paul Davis,124
Shaw-Topeka,Ward 12 Precinct 1,Governor,,D,Paul Davis,183
Shaw-Topeka,Ward 12 Precinct 2,Governor,,D,Paul Davis,134
Shaw-Topeka,Ward 12 Precinct 3,Governor,,D,Paul Davis,197
Shaw-Topeka,Ward 12 Precinct 4,Governor,,D,Paul Davis,234
Shaw-Topeka,Ward 12 Precinct 5,Governor,,D,Paul Davis,211
Shaw-Topeka,Ward 12 Precinct 6,Governor,,D,Paul Davis,267
Shaw-Topeka,Ward 12 Precinct 7,Governor,,D,Paul Davis,234
Shaw-Topeka,Ward 12 Precinct 8,Governor,,D,Paul Davis,245
Shaw-Topeka,Ward 12 Precinct 9,Governor,,D,Paul Davis,345
Shaw-Topeka,Ward 12 Precinct 11,Governor,,D,Paul Davis,330
Shaw-Topeka,Ward 12 Precinct 13,Governor,,D,Paul Davis,219
Shaw-Topeka,Ward 12 Precinct 14,Governor,,D,Paul Davis,171
Shaw-Topeka,Ward 12 Precinct 15,Governor,,D,Paul Davis,308
Shaw-Topeka,Ward 12 Precinct 16,Governor,,D,Paul Davis,360
Shaw-Topeka,Ward 12 Precinct 19,Governor,,D,Paul Davis,25
Shaw-Topeka,Ward 12 Precinct 20,Governor,,D,Paul Davis,241
Shaw-Topeka,Ward 12 Precinct 31,Governor,,D,Paul Davis,141
Shaw-Topeka,Ward 13 Precinct 2,Governor,,D,Paul Davis,73
Shaw-Topeka,Ward 13 Precinct 5,Governor,,D,Paul Davis,3
Shaw-Topeka,Ward 13 Precinct 6,Governor,,D,Paul Davis,33
Shaw-Topeka,Ward 13 Precinct 9,Governor,,D,Paul Davis,37
Shaw-Topeka,Ward 13 Precinct 12,Governor,,D,Paul Davis,252
Shaw-Topeka,Ward 13 Precinct 21,Governor,,D,Paul Davis,44
Shaw-Topeka,Ward 13 Precinct 22,Governor,,D,Paul Davis,34
Shaw-Topeka,Ward 13 Precinct 30,Governor,,D,Paul Davis,71
Shaw-Topeka,Ward 14 Precinct 1,Governor,,D,Paul Davis,316
Shaw-Topeka,Ward 14 Precinct 2,Governor,,D,Paul Davis,274
Shaw-Topeka,Ward 14 Precinct 3,Governor,,D,Paul Davis,151
Shaw-Topeka,Ward 14 Precinct 4,Governor,,D,Paul Davis,287
Shaw-Topeka,Ward 14 Precinct 5,Governor,,D,Paul Davis,152
Shaw-Topeka,Ward 15 Precinct 1,Governor,,D,Paul Davis,244
Shaw-Topeka,Ward 15 Precinct 2,Governor,,D,Paul Davis,202
Shaw-Topeka,Ward 15 Precinct 3,Governor,,D,Paul Davis,18
Shaw-Topeka,Ward 1 Precinct 1,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 1 Precinct 2,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 1 Precinct 3,Governor,,L,Keen Umbehr,6
Shaw-Topeka,Ward 1 Precinct 4,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 1 Precinct 5,Governor,,L,Keen Umbehr,22
Shaw-Topeka,Ward 1 Precinct 6,Governor,,L,Keen Umbehr,19
Shaw-Topeka,Ward 2 Precinct 1,Governor,,L,Keen Umbehr,20
Shaw-Topeka,Ward 2 Precinct 2,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 2 Precinct 3,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 2 Precinct 4,Governor,,L,Keen Umbehr,13
Shaw-Topeka,Ward 2 Precinct 5,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 2 Precinct 6,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 2 Precinct 7,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 2 Precinct 8,Governor,,L,Keen Umbehr,6
Shaw-Topeka,Ward 2 Precinct 9,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 2 Precinct 10,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 2 Precinct 11,Governor,,L,Keen Umbehr,6
Shaw-Topeka,Ward 3 Precinct 1,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 3 Precinct 2,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 3 Precinct 3,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 3 Precinct 4,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 3 Precinct 5,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 3 Precinct 6,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 3 Precinct 7,Governor,,L,Keen Umbehr,4
Shaw-Topeka,Ward 3 Precinct 8,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 3 Precinct 9,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 3 Precinct 10,Governor,,L,Keen Umbehr,2
Shaw-Topeka,Ward 4 Precinct 1,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 4 Precinct 2,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 4 Precinct 3,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 4 Precinct 4,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 4 Precinct 6,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 4 Precinct 7,Governor,,L,Keen Umbehr,2
Shaw-Topeka,Ward 4 Precinct 8,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 4 Precinct 9,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 4 Precinct 10,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 4 Precinct 11,Governor,,L,Keen Umbehr,3
Shaw-Topeka,Ward 4 Precinct 12,Governor,,L,Keen Umbehr,1
Shaw-Topeka,Ward 4 Precinct 15,Governor,,L,Keen Umbehr,2
Shaw-Topeka,Ward 5 Precinct 1,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 5 Precinct 2,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 5 Precinct 3,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 5 Precinct 4,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 5 Precinct 5,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 5 Precinct 6,Governor,,L,Keen Umbehr,6
Shaw-Topeka,Ward 5 Precinct 7,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 5 Precinct 8,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 5 Precinct 9,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 5 Precinct 10,Governor,,L,Keen Umbehr,14
Shaw-Topeka,Ward 5 Precinct 11,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 5 Precinct 14,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 5 Precinct 15,Governor,,L,Keen Umbehr,2
Shaw-Topeka,Ward 5 Precinct 91,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 6 Precinct 1,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 6 Precinct 2,Governor,,L,Keen Umbehr,14
Shaw-Topeka,Ward 6 Precinct 3,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 6 Precinct 4,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 6 Precinct 5,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 6 Precinct 6,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 6 Precinct 7,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 6 Precinct 8,Governor,,L,Keen Umbehr,14
Shaw-Topeka,Ward 6 Precinct 9,Governor,,L,Keen Umbehr,27
Shaw-Topeka,Ward 7 Precinct 1,Governor,,L,Keen Umbehr,14
Shaw-Topeka,Ward 7 Precinct 2,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 7 Precinct 3,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 7 Precinct 4,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 7 Precinct 5,Governor,,L,Keen Umbehr,19
Shaw-Topeka,Ward 7 Precinct 6,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 7 Precinct 7,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 7 Precinct 9,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 7 Precinct 10,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 7 Precinct 11,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 8 Precinct 1,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 8 Precinct 2,Governor,,L,Keen Umbehr,13
Shaw-Topeka,Ward 8 Precinct 3,Governor,,L,Keen Umbehr,13
Shaw-Topeka,Ward 8 Precinct 4,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 8 Precinct 5,Governor,,L,Keen Umbehr,23
Shaw-Topeka,Ward 8 Precinct 6,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 8 Precinct 7,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 8 Precinct 8,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 8 Precinct 9,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 8 Precinct 10,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 8 Precinct 11,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 9 Precinct 1,Governor,,L,Keen Umbehr,3
Shaw-Topeka,Ward 9 Precinct 2,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 9 Precinct 3,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 9 Precinct 4,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 9 Precinct 5,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 9 Precinct 6,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 9 Precinct 8,Governor,,L,Keen Umbehr,25
Shaw-Topeka,Ward 9 Precinct 9,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 9 Precinct 10,Governor,,L,Keen Umbehr,20
Shaw-Topeka,Ward 9 Precinct 11,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 9 Precinct 12,Governor,,L,Keen Umbehr,3
Shaw-Topeka,Ward 10 Precinct 1,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 10 Precinct 2,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 10 Precinct 3,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 10 Precinct 4,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 10 Precinct 5,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 10 Precinct 6,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 10 Precinct 7,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 10 Precinct 8,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 10 Precinct 9,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 10 Precinct 10,Governor,,L,Keen Umbehr,10
Shaw-Topeka,Ward 10 Precinct 11,Governor,,L,Keen Umbehr,25
Shaw-Topeka,Ward 10 Precinct 14,Governor,,L,Keen Umbehr,6
Shaw-Topeka,Ward 11 Precinct 1,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 11 Precinct 2,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 11 Precinct 3,Governor,,L,Keen Umbehr,6
Shaw-Topeka,Ward 11 Precinct 4,Governor,,L,Keen Umbehr,20
Shaw-Topeka,Ward 11 Precinct 5,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 11 Precinct 6,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 11 Precinct 7,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 11 Precinct 8,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 11 Precinct 9,Governor,,L,Keen Umbehr,18
Shaw-Topeka,Ward 11 Precinct 10,Governor,,L,Keen Umbehr,7
Shaw-Topeka,Ward 12 Precinct 1,Governor,,L,Keen Umbehr,13
Shaw-Topeka,Ward 12 Precinct 2,Governor,,L,Keen Umbehr,19
Shaw-Topeka,Ward 12 Precinct 3,Governor,,L,Keen Umbehr,9
Shaw-Topeka,Ward 12 Precinct 4,Governor,,L,Keen Umbehr,13
Shaw-Topeka,Ward 12 Precinct 5,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 12 Precinct 6,Governor,,L,Keen Umbehr,14
Shaw-Topeka,Ward 12 Precinct 7,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 12 Precinct 8,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 12 Precinct 9,Governor,,L,Keen Umbehr,18
Shaw-Topeka,Ward 12 Precinct 11,Governor,,L,Keen Umbehr,19
Shaw-Topeka,Ward 12 Precinct 13,Governor,,L,Keen Umbehr,15
Shaw-Topeka,Ward 12 Precinct 14,Governor,,L,Keen Umbehr,13
Shaw-Topeka,Ward 12 Precinct 15,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 12 Precinct 16,Governor,,L,Keen Umbehr,12
Shaw-Topeka,Ward 12 Precinct 19,Governor,,L,Keen Umbehr,0
Shaw-Topeka,Ward 12 Precinct 20,Governor,,L,Keen Umbehr,20
Shaw-Topeka,Ward 12 Precinct 31,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 13 Precinct 2,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 13 Precinct 5,Governor,,L,Keen Umbehr,0
Shaw-Topeka,Ward 13 Precinct 6,Governor,,L,Keen Umbehr,3
Shaw-Topeka,Ward 13 Precinct 9,Governor,,L,Keen Umbehr,5
Shaw-Topeka,Ward 13 Precinct 12,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 13 Precinct 21,Governor,,L,Keen Umbehr,2
Shaw-Topeka,Ward 13 Precinct 22,Governor,,L,Keen Umbehr,1
Shaw-Topeka,Ward 13 Precinct 30,Governor,,L,Keen Umbehr,3
Shaw-Topeka,Ward 14 Precinct 1,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 14 Precinct 2,Governor,,L,Keen Umbehr,17
Shaw-Topeka,Ward 14 Precinct 3,Governor,,L,Keen Umbehr,8
Shaw-Topeka,Ward 14 Precinct 4,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 14 Precinct 5,Governor,,L,Keen Umbehr,4
Shaw-Topeka,Ward 15 Precinct 1,Governor,,L,Keen Umbehr,16
Shaw-Topeka,Ward 15 Precinct 2,Governor,,L,Keen Umbehr,11
Shaw-Topeka,Ward 15 Precinct 3,Governor,,L,Keen Umbehr,0
Shaw-Topeka,Ward 1 Precinct 1,Secretary,,R,Kris Kobach,66
Shaw-Topeka,Ward 1 Precinct 2,Secretary,,R,Kris Kobach,87
Shaw-Topeka,Ward 1 Precinct 3,Secretary,,R,Kris Kobach,71
Shaw-Topeka,Ward 1 Precinct 4,Secretary,,R,Kris Kobach,121
Shaw-Topeka,Ward 1 Precinct 5,Secretary,,R,Kris Kobach,217
Shaw-Topeka,Ward 1 Precinct 6,Secretary,,R,Kris Kobach,259
Shaw-Topeka,Ward 2 Precinct 1,Secretary,,R,Kris Kobach,116
Shaw-Topeka,Ward 2 Precinct 2,Secretary,,R,Kris Kobach,92
Shaw-Topeka,Ward 2 Precinct 3,Secretary,,R,Kris Kobach,95
Shaw-Topeka,Ward 2 Precinct 4,Secretary,,R,Kris Kobach,82
Shaw-Topeka,Ward 2 Precinct 5,Secretary,,R,Kris Kobach,70
Shaw-Topeka,Ward 2 Precinct 6,Secretary,,R,Kris Kobach,58
Shaw-Topeka,Ward 2 Precinct 7,Secretary,,R,Kris Kobach,27
Shaw-Topeka,Ward 2 Precinct 8,Secretary,,R,Kris Kobach,14
Shaw-Topeka,Ward 2 Precinct 9,Secretary,,R,Kris Kobach,117
Shaw-Topeka,Ward 2 Precinct 10,Secretary,,R,Kris Kobach,68
Shaw-Topeka,Ward 2 Precinct 11,Secretary,,R,Kris Kobach,58
Shaw-Topeka,Ward 3 Precinct 1,Secretary,,R,Kris Kobach,109
Shaw-Topeka,Ward 3 Precinct 2,Secretary,,R,Kris Kobach,97
Shaw-Topeka,Ward 3 Precinct 3,Secretary,,R,Kris Kobach,54
Shaw-Topeka,Ward 3 Precinct 4,Secretary,,R,Kris Kobach,63
Shaw-Topeka,Ward 3 Precinct 5,Secretary,,R,Kris Kobach,38
Shaw-Topeka,Ward 3 Precinct 6,Secretary,,R,Kris Kobach,48
Shaw-Topeka,Ward 3 Precinct 7,Secretary,,R,Kris Kobach,57
Shaw-Topeka,Ward 3 Precinct 8,Secretary,,R,Kris Kobach,80
Shaw-Topeka,Ward 3 Precinct 9,Secretary,,R,Kris Kobach,65
Shaw-Topeka,Ward 3 Precinct 10,Secretary,,R,Kris Kobach,4
Shaw-Topeka,Ward 4 Precinct 1,Secretary,,R,Kris Kobach,63
Shaw-Topeka,Ward 4 Precinct 2,Secretary,,R,Kris Kobach,40
Shaw-Topeka,Ward 4 Precinct 3,Secretary,,R,Kris Kobach,28
Shaw-Topeka,Ward 4 Precinct 4,Secretary,,R,Kris Kobach,50
Shaw-Topeka,Ward 4 Precinct 6,Secretary,,R,Kris Kobach,74
Shaw-Topeka,Ward 4 Precinct 7,Secretary,,R,Kris Kobach,46
Shaw-Topeka,Ward 4 Precinct 8,Secretary,,R,Kris Kobach,69
Shaw-Topeka,Ward 4 Precinct 9,Secretary,,R,Kris Kobach,59
Shaw-Topeka,Ward 4 Precinct 10,Secretary,,R,Kris Kobach,83
Shaw-Topeka,Ward 4 Precinct 11,Secretary,,R,Kris Kobach,45
Shaw-Topeka,Ward 4 Precinct 12,Secretary,,R,Kris Kobach,2
Shaw-Topeka,Ward 4 Precinct 15,Secretary,,R,Kris Kobach,70
Shaw-Topeka,Ward 5 Precinct 1,Secretary,,R,Kris Kobach,59
Shaw-Topeka,Ward 5 Precinct 2,Secretary,,R,Kris Kobach,70
Shaw-Topeka,Ward 5 Precinct 3,Secretary,,R,Kris Kobach,85
Shaw-Topeka,Ward 5 Precinct 4,Secretary,,R,Kris Kobach,72
Shaw-Topeka,Ward 5 Precinct 5,Secretary,,R,Kris Kobach,68
Shaw-Topeka,Ward 5 Precinct 6,Secretary,,R,Kris Kobach,50
Shaw-Topeka,Ward 5 Precinct 7,Secretary,,R,Kris Kobach,65
Shaw-Topeka,Ward 5 Precinct 8,Secretary,,R,Kris Kobach,69
Shaw-Topeka,Ward 5 Precinct 9,Secretary,,R,Kris Kobach,167
Shaw-Topeka,Ward 5 Precinct 10,Secretary,,R,Kris Kobach,239
Shaw-Topeka,Ward 5 Precinct 11,Secretary,,R,Kris Kobach,168
Shaw-Topeka,Ward 5 Precinct 14,Secretary,,R,Kris Kobach,132
Shaw-Topeka,Ward 5 Precinct 15,Secretary,,R,Kris Kobach,34
Shaw-Topeka,Ward 5 Precinct 91,Secretary,,R,Kris Kobach,42
Shaw-Topeka,Ward 6 Precinct 1,Secretary,,R,Kris Kobach,41
Shaw-Topeka,Ward 6 Precinct 2,Secretary,,R,Kris Kobach,56
Shaw-Topeka,Ward 6 Precinct 3,Secretary,,R,Kris Kobach,193
Shaw-Topeka,Ward 6 Precinct 4,Secretary,,R,Kris Kobach,90
Shaw-Topeka,Ward 6 Precinct 5,Secretary,,R,Kris Kobach,144
Shaw-Topeka,Ward 6 Precinct 6,Secretary,,R,Kris Kobach,70
Shaw-Topeka,Ward 6 Precinct 7,Secretary,,R,Kris Kobach,58
Shaw-Topeka,Ward 6 Precinct 8,Secretary,,R,Kris Kobach,85
Shaw-Topeka,Ward 6 Precinct 9,Secretary,,R,Kris Kobach,311
Shaw-Topeka,Ward 7 Precinct 1,Secretary,,R,Kris Kobach,110
Shaw-Topeka,Ward 7 Precinct 2,Secretary,,R,Kris Kobach,92
