county,precinct,office,district,party,candidate,votes,vtd
Kiowa,Belvidere,State House,117,Republican,"Mastroni, Leonard A.",22,000010
Kiowa,Center I,State House,117,Republican,"Mastroni, Leonard A.",257,000020
Kiowa,Center I I,State House,117,Republican,"Mastroni, Leonard A.",154,000030
Kiowa,Haviland,State House,117,Republican,"Mastroni, Leonard A.",303,000040
Kiowa,Mullinville,State House,117,Republican,"Mastroni, Leonard A.",174,000050
Kiowa,Belvidere,State Senate,33,Democratic,"Bristow, Matt",1,000010
Kiowa,Belvidere,State Senate,33,Republican,"Taylor, Mary Jo",22,000010
Kiowa,Center I,State Senate,33,Democratic,"Bristow, Matt",32,000020
Kiowa,Center I,State Senate,33,Republican,"Taylor, Mary Jo",257,000020
Kiowa,Center I I,State Senate,33,Democratic,"Bristow, Matt",24,000030
Kiowa,Center I I,State Senate,33,Republican,"Taylor, Mary Jo",161,000030
Kiowa,Haviland,State Senate,33,Democratic,"Bristow, Matt",36,000040
Kiowa,Haviland,State Senate,33,Republican,"Taylor, Mary Jo",300,000040
Kiowa,Mullinville,State Senate,33,Democratic,"Bristow, Matt",15,000050
Kiowa,Mullinville,State Senate,33,Republican,"Taylor, Mary Jo",182,000050
Kiowa,Belvidere,President,,independent,"Stein, Jill",0,000010
Kiowa,Belvidere,President,,write - in,"Basiago, Andrew D.",0,000010
Kiowa,Belvidere,President,,write - in,"Castle, Darrell L",0,000010
Kiowa,Belvidere,President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000010
Kiowa,Belvidere,President,,write - in,"Giordani, Rocky",0,000010
Kiowa,Belvidere,President,,write - in,"Hedges, James A",0,000010
Kiowa,Belvidere,President,,write - in,"Hoefling, Tom",0,000010
Kiowa,Belvidere,President,,write - in,"Kahn, Lynn",0,000010
Kiowa,Belvidere,President,,write - in,"La Riva, Gloria",0,000010
Kiowa,Belvidere,President,,write - in,"Levinson, Michael S.",0,000010
Kiowa,Belvidere,President,,write - in,"Maturen, Michael A",0,000010
Kiowa,Belvidere,President,,write - in,"McMullin, Evan",0,000010
Kiowa,Belvidere,President,,write - in,"Moorehead, Monica G.",0,000010
Kiowa,Belvidere,President,,write - in,"Perry, Darryl",0,000010
Kiowa,Belvidere,President,,write - in,"Schoenke, Marshall R.",0,000010
Kiowa,Belvidere,President,,write - in,"Schriner, Joe C",0,000010
Kiowa,Belvidere,President,,write - in,"Smith, Mike",0,000010
Kiowa,Belvidere,President,,write - in,"Sood, Ajay",0,000010
Kiowa,Belvidere,President,,write - in,"Sterling, Shawna",0,000010
Kiowa,Belvidere,President,,write - in,"Valdivia, Anthony J",0,000010
Kiowa,Belvidere,President,,write - in,"Vogel-Walcutt, J.J.",0,000010
Kiowa,Belvidere,President,,write - in,"Wysinger, Demetra Jefferson",0,000010
Kiowa,Belvidere,President,,Democratic,"Clinton, Hillary Rodham",2,000010
Kiowa,Belvidere,President,,Libertarian,"Johnson, Gary",1,000010
Kiowa,Belvidere,President,,Republican,"Trump, Donald J.",21,000010
Kiowa,Center I,President,,independent,"Stein, Jill",4,000020
Kiowa,Center I,President,,write - in,"Basiago, Andrew D.",0,000020
