county,precinct,office,district,party,candidate,votes,vtd
Bourbon,Drywood Township,State House,4,Republican,"Jacobs, Trevor",181,000010
Bourbon,Fort Scott Ward 1,State House,4,Republican,"Jacobs, Trevor",308,00002A
Bourbon,Fort Scott Ward 1 Exclave Colonial,State House,4,Republican,"Jacobs, Trevor",0,00002B
Bourbon,Fort Scott Ward 1 Exclave Halls,State House,4,Republican,"Jacobs, Trevor",0,00002C
Bourbon,Fort Scott Ward 1 Exclave Red Barn,State House,4,Republican,"Jacobs, Trevor",0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,State House,4,Republican,"Jacobs, Trevor",0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,State House,4,Republican,"Jacobs, Trevor",0,00002F
Bourbon,Fort Scott Ward 2,State House,4,Republican,"Jacobs, Trevor",339,00003A
Bourbon,Fort Scott Ward 3,State House,4,Republican,"Jacobs, Trevor",141,000040
Bourbon,Fort Scott Ward 4,State House,4,Republican,"Jacobs, Trevor",327,00005A
Bourbon,Fort Scott Ward 4 Exclave A,State House,4,Republican,"Jacobs, Trevor",0,00005B
Bourbon,Fort Scott Ward 4 Exclave B,State House,4,Republican,"Jacobs, Trevor",0,00005C
Bourbon,Fort Scott Ward 4 Exclave C,State House,4,Republican,"Jacobs, Trevor",0,00005D
Bourbon,Fort Scott Ward 5,State House,4,Republican,"Jacobs, Trevor",386,000060
Bourbon,Fort Scott Ward 6,State House,4,Republican,"Jacobs, Trevor",479,000070
Bourbon,Fort Scott Ward 7,State House,4,Republican,"Jacobs, Trevor",460,000080
Bourbon,Franklin Township,State House,4,Republican,"Jacobs, Trevor",127,000090
Bourbon,Freedom Township,State House,4,Republican,"Jacobs, Trevor",164,000100
Bourbon,Marion Township,State House,2,Democratic,"Lusker, Adam J. Sr.",320,000110
Bourbon,Marmaton Township,State House,4,Republican,"Jacobs, Trevor",311,000120
Bourbon,Mill Creek Township,State House,4,Republican,"Jacobs, Trevor",212,000130
Bourbon,North Scott Township,State House,4,Republican,"Jacobs, Trevor",349,000140
Bourbon,Osage Township,State House,4,Republican,"Jacobs, Trevor",186,000150
Bourbon,Pawnee Township,State House,4,Republican,"Jacobs, Trevor",120,000160
Bourbon,South Scott Township,State House,4,Republican,"Jacobs, Trevor",678,000170
Bourbon,Timberhill Township,State House,4,Republican,"Jacobs, Trevor",87,000180
Bourbon,Walnut Township,State House,2,Democratic,"Lusker, Adam J. Sr.",29,000190
Bourbon,Fort Scott Ward 6 Exclave A,State House,4,Republican,"Jacobs, Trevor",0,900010
Bourbon,Fort Scott Ward 4 Exclave C,State House,4,Republican,"Jacobs, Trevor",0,900020
Bourbon,Fort Scott Ward 4 Exclave D,State House,4,Republican,"Jacobs, Trevor",0,900030
Bourbon,Drywood Township,State Senate,13,Democratic,"Grant, Lynn D.",39,000010
Bourbon,Drywood Township,State Senate,13,Republican,"LaTurner, Jake",165,000010
Bourbon,Fort Scott Ward 1,State Senate,13,Democratic,"Grant, Lynn D.",156,00002A
Bourbon,Fort Scott Ward 1,State Senate,13,Republican,"LaTurner, Jake",185,00002A
Bourbon,Fort Scott Ward 1 Exclave Colonial,State Senate,12,Democratic,"Johnston, Christopher B.",5,00002B
Bourbon,Fort Scott Ward 1 Exclave Colonial,State Senate,12,Republican,"Tyson, Caryn",8,00002B
Bourbon,Fort Scott Ward 1 Exclave Halls,State Senate,12,Democratic,"Johnston, Christopher B.",0,00002C
Bourbon,Fort Scott Ward 1 Exclave Halls,State Senate,12,Republican,"Tyson, Caryn",0,00002C
Bourbon,Fort Scott Ward 1 Exclave Red Barn,State Senate,12,Democratic,"Johnston, Christopher B.",0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Barn,State Senate,12,Republican,"Tyson, Caryn",0,00002D
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,State Senate,12,Democratic,"Johnston, Christopher B.",0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram A,State Senate,12,Republican,"Tyson, Caryn",0,00002E
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,State Senate,12,Democratic,"Johnston, Christopher B.",0,00002F
Bourbon,Fort Scott Ward 1 Exclave Red Ram B,State Senate,12,Republican,"Tyson, Caryn",0,00002F
Bourbon,Fort Scott Ward 2,State Senate,13,Democratic,"Grant, Lynn D.",150,00003A
Bourbon,Fort Scott Ward 2,State Senate,13,Republican,"LaTurner, Jake",238,00003A
Bourbon,Fort Scott Ward 3,State Senate,13,Democratic,"Grant, Lynn D.",68,000040
Bourbon,Fort Scott Ward 3,State Senate,13,Republican,"LaTurner, Jake",93,000040
Bourbon,Fort Scott Ward 4,State Senate,13,Democratic,"Grant, Lynn D.",162,00005A
Bourbon,Fort Scott Ward 4,State Senate,13,Republican,"LaTurner, Jake",225,00005A
Bourbon,Fort Scott Ward 4 Exclave A,State Senate,13,Democratic,"Grant, Lynn D.",0,00005B
Bourbon,Fort Scott Ward 4 Exclave A,State Senate,13,Republican,"LaTurner, Jake",0,00005B
Bourbon,Fort Scott Ward 4 Exclave B,State Senate,13,Democratic,"Grant, Lynn D.",0,00005C
Bourbon,Fort Scott Ward 4 Exclave B,State Senate,13,Republican,"LaTurner, Jake",0,00005C
Bourbon,Fort Scott Ward 4 Exclave C,State Senate,13,Democratic,"Grant, Lynn D.",0,00005D
Bourbon,Fort Scott Ward 4 Exclave C,State Senate,13,Republican,"LaTurner, Jake",0,00005D
Bourbon,Fort Scott Ward 5,State Senate,13,Democratic,"Grant, Lynn D.",168,000060
Bourbon,Fort Scott Ward 5,State Senate,13,Republican,"LaTurner, Jake",282,000060
Bourbon,Fort Scott Ward 6,State Senate,13,Democratic,"Grant, Lynn D.",201,000070
Bourbon,Fort Scott Ward 6,State Senate,13,Republican,"LaTurner, Jake",345,000070
Bourbon,Fort Scott Ward 7,State Senate,13,Democratic,"Grant, Lynn D.",185,000080
Bourbon,Fort Scott Ward 7,State Senate,13,Republican,"LaTurner, Jake",334,000080
Bourbon,Franklin Township,State Senate,12,Democratic,"Johnston, Christopher B.",23,000090
Bourbon,Franklin Township,State Senate,12,Republican,"Tyson, Caryn",107,000090
Bourbon,Freedom Township,State Senate,12,Democratic,"Johnston, Christopher B.",29,000100
Bourbon,Freedom Township,State Senate,12,Republican,"Tyson, Caryn",147,000100
