county,precinct,office,district,candidate,party,votes
Gray,Cimarron 1,U.S. Senate,,Monique Singh,DEM,4
Gray,Cimarron 2,U.S. Senate,,Monique Singh,DEM,13
Gray,Copeland,U.S. Senate,,Monique Singh,DEM,1
Gray,East Hess,U.S. Senate,,Monique Singh,DEM,2
Gray,Foote,U.S. Senate,,Monique Singh,DEM,0
Gray,Ingalls,U.S. Senate,,Monique Singh,DEM,4
Gray,Logan,U.S. Senate,,Monique Singh,DEM,1
Gray,Montezuma,U.S. Senate,,Monique Singh,DEM,9
Gray,,U.S. Senate,,Monique Singh,DEM,34
Gray,Cimarron 1,U.S. Senate,,Patrick Wiesner,DEM,20
Gray,Cimarron 2,U.S. Senate,,Patrick Wiesner,DEM,38
Gray,Copeland,U.S. Senate,,Patrick Wiesner,DEM,7
Gray,East Hess,U.S. Senate,,Patrick Wiesner,DEM,10
Gray,Foote,U.S. Senate,,Patrick Wiesner,DEM,0
Gray,Ingalls,U.S. Senate,,Patrick Wiesner,DEM,3
Gray,Logan,U.S. Senate,,Patrick Wiesner,DEM,7
Gray,Montezuma,U.S. Senate,,Patrick Wiesner,DEM,9
Gray,,U.S. Senate,,Patrick Wiesner,DEM,84
Gray,Cimarron 1,State Senate,38,Miguel Rodriguez,DEM,14
Gray,Cimarron 2,State Senate,38,Miguel Rodriguez,DEM,39
Gray,Copeland,State Senate,38,Miguel Rodriguez,DEM,6
Gray,East Hess,State Senate,38,Miguel Rodriguez,DEM,6
Gray,Foote,State Senate,38,Miguel Rodriguez,DEM,0
Gray,Ingalls,State Senate,38,Miguel Rodriguez,DEM,6
Gray,Logan,State Senate,38,Miguel Rodriguez,DEM,3
Gray,Montezuma,State Senate,38,Miguel Rodriguez,DEM,16
Gray,,State Senate,38,Miguel Rodriguez,DEM,90
Gray,Cimarron 1,U.S. Senate,,Jerry Moran,REP,100
Gray,Cimarron 2,U.S. Senate,,Jerry Moran,REP,319
Gray,Copeland,U.S. Senate,,Jerry Moran,REP,51
Gray,East Hess,U.S. Senate,,Jerry Moran,REP,45
Gray,Foote,U.S. Senate,,Jerry Moran,REP,23
Gray,Ingalls,U.S. Senate,,Jerry Moran,REP,73
Gray,Logan,U.S. Senate,,Jerry Moran,REP,23
Gray,Montezuma,U.S. Senate,,Jerry Moran,REP,142
Gray,,U.S. Senate,,Jerry Moran,REP,776
Gray,Cimarron 1,U.S. Senate,,DJ Smith,REP,21
Gray,Cimarron 2,U.S. Senate,,DJ Smith,REP,63
Gray,Copeland,U.S. Senate,,DJ Smith,REP,8
Gray,East Hess,U.S. Senate,,DJ Smith,REP,4
Gray,Foote,U.S. Senate,,DJ Smith,REP,4
Gray,Ingalls,U.S. Senate,,DJ Smith,REP,10
Gray,Logan,U.S. Senate,,DJ Smith,REP,6
Gray,Montezuma,U.S. Senate,,DJ Smith,REP,19
Gray,,U.S. Senate,,DJ Smith,REP,135
Gray,Cimarron 1,U.S. House,1,Tim Huelskamp,REP,60
Gray,Cimarron 2,U.S. House,1,Tim Huelskamp,REP,206
Gray,Copeland,U.S. House,1,Tim Huelskamp,REP,29
Gray,East Hess,U.S. House,1,Tim Huelskamp,REP,35
Gray,Foote,U.S. House,1,Tim Huelskamp,REP,15
Gray,Ingalls,U.S. House,1,Tim Huelskamp,REP,52
Gray,Logan,U.S. House,1,Tim Huelskamp,REP,12
Gray,Montezuma,U.S. House,1,Tim Huelskamp,REP,85
Gray,,U.S. House,1,Tim Huelskamp,REP,494
Gray,Cimarron 1,U.S. House,1,Roger Marshall,REP,65
Gray,Cimarron 2,U.S. House,1,Roger Marshall,REP,190
Gray,Copeland,U.S. House,1,Roger Marshall,REP,30
Gray,East Hess,U.S. House,1,Roger Marshall,REP,14
Gray,Foote,U.S. House,1,Roger Marshall,REP,12
Gray,Ingalls,U.S. House,1,Roger Marshall,REP,35
Gray,Logan,U.S. House,1,Roger Marshall,REP,18
Gray,Montezuma,U.S. House,1,Roger Marshall,REP,77
Gray,,U.S. House,1,Roger Marshall,REP,441
Gray,Cimarron 1,State Senate,38,Bud Estes,REP,78
Gray,Cimarron 2,State Senate,38,Bud Estes,REP,246
Gray,Copeland,State Senate,38,Bud Estes,REP,43
Gray,East Hess,State Senate,38,Bud Estes,REP,36
Gray,Foote,State Senate,38,Bud Estes,REP,20
Gray,Ingalls,State Senate,38,Bud Estes,REP,67
Gray,Logan,State Senate,38,Bud Estes,REP,22
Gray,Montezuma,State Senate,38,Bud Estes,REP,114
Gray,,State Senate,38,Bud Estes,REP,626
Gray,Cimarron 1,State Senate,38,Joyce Warshaw,REP,44
Gray,Cimarron 2,State Senate,38,Joyce Warshaw,REP,142
Gray,Copeland,State Senate,38,Joyce Warshaw,REP,13
Gray,East Hess,State Senate,38,Joyce Warshaw,REP,13
Gray,Foote,State Senate,38,Joyce Warshaw,REP,6
Gray,Ingalls,State Senate,38,Joyce Warshaw,REP,20
Gray,Logan,State Senate,38,Joyce Warshaw,REP,7
Gray,Montezuma,State Senate,38,Joyce Warshaw,REP,48
Gray,,State Senate,38,Joyce Warshaw,REP,293
Gray,Cimarron 1,State House,115,Boyd Orr,REP,47
Gray,Cimarron 2,State House,115,Boyd Orr,REP,207
Gray,Copeland,State House,115,Boyd Orr,REP,32
Gray,East Hess,State House,115,Boyd Orr,REP,22
Gray,Foote,State House,115,Boyd Orr,REP,18
Gray,Ingalls,State House,115,Boyd Orr,REP,71
Gray,Logan,State House,115,Boyd Orr,REP,12
Gray,Montezuma,State House,115,Boyd Orr,REP,78
Gray,,State House,115,Boyd Orr,REP,487
Gray,Cimarron 1,State House,115,Andrew Evans,REP,78
Gray,Cimarron 2,State House,115,Andrew Evans,REP,179
Gray,Copeland,State House,115,Andrew Evans,REP,26
Gray,East Hess,State House,115,Andrew Evans,REP,28
Gray,Foote,State House,115,Andrew Evans,REP,9
Gray,Ingalls,State House,115,Andrew Evans,REP,21
Gray,Logan,State House,115,Andrew Evans,REP,13
Gray,Montezuma,State House,115,Andrew Evans,REP,80
Gray,,State House,115,Andrew Evans,REP,434
