county,precinct,office,district,party,candidate,votes,vtd
LINN,Blue Mound Township,State House,4,Republican,"Jacobs, Trevor",173,000010
LINN,Centerville Township,State House,5,Democratic,"Walker, Doug",79,000020
LINN,Centerville Township,State House,5,Republican,"Jones, Kevin",150,000020
LINN,Liberty Township,State House,5,Democratic,"Walker, Doug",176,000030
LINN,Liberty Township,State House,5,Republican,"Jones, Kevin",285,000030
LINN,Mound City Township,State House,4,Republican,"Jacobs, Trevor",535,000040
LINN,North Lincoln,State House,4,Republican,"Jacobs, Trevor",666,000050
LINN,North Potosi,State House,4,Republican,"Jacobs, Trevor",344,000060
LINN,Paris Township,State House,4,Republican,"Jacobs, Trevor",226,000070
LINN,Scott Township,State House,4,Republican,"Jacobs, Trevor",324,000080
LINN,Sheridan Township,State House,4,Republican,"Jacobs, Trevor",193,000090
LINN,South Lincoln,State House,4,Republican,"Jacobs, Trevor",224,000100
LINN,South Potosi,State House,4,Republican,"Jacobs, Trevor",332,000110
LINN,Stanton Township,State House,4,Republican,"Jacobs, Trevor",81,000120
LINN,Valley Township,State House,4,Republican,"Jacobs, Trevor",46,000130
LINN,Blue Mound Township,State Senate,12,Democratic,"Johnston, Christopher B.",35,000010
LINN,Blue Mound Township,State Senate,12,Republican,"Tyson, Caryn",162,000010
LINN,Centerville Township,State Senate,12,Democratic,"Johnston, Christopher B.",33,000020
LINN,Centerville Township,State Senate,12,Republican,"Tyson, Caryn",172,000020
LINN,Liberty Township,State Senate,12,Democratic,"Johnston, Christopher B.",59,000030
LINN,Liberty Township,State Senate,12,Republican,"Tyson, Caryn",338,000030
LINN,Mound City Township,State Senate,12,Democratic,"Johnston, Christopher B.",119,000040
LINN,Mound City Township,State Senate,12,Republican,"Tyson, Caryn",458,000040
LINN,North Lincoln,State Senate,12,Democratic,"Johnston, Christopher B.",172,000050
LINN,North Lincoln,State Senate,12,Republican,"Tyson, Caryn",550,000050
LINN,North Potosi,State Senate,12,Democratic,"Johnston, Christopher B.",81,000060
LINN,North Potosi,State Senate,12,Republican,"Tyson, Caryn",297,000060
LINN,Paris Township,State Senate,12,Democratic,"Johnston, Christopher B.",42,000070
LINN,Paris Township,State Senate,12,Republican,"Tyson, Caryn",204,000070
LINN,Scott Township,State Senate,12,Democratic,"Johnston, Christopher B.",58,000080
LINN,Scott Township,State Senate,12,Republican,"Tyson, Caryn",265,000080
LINN,Sheridan Township,State Senate,12,Democratic,"Johnston, Christopher B.",34,000090
LINN,Sheridan Township,State Senate,12,Republican,"Tyson, Caryn",185,000090
LINN,South Lincoln,State Senate,12,Democratic,"Johnston, Christopher B.",53,000100
LINN,South Lincoln,State Senate,12,Republican,"Tyson, Caryn",187,000100
LINN,South Potosi,State Senate,12,Democratic,"Johnston, Christopher B.",66,000110
LINN,South Potosi,State Senate,12,Republican,"Tyson, Caryn",296,000110
LINN,Stanton Township,State Senate,12,Democratic,"Johnston, Christopher B.",16,000120
LINN,Stanton Township,State Senate,12,Republican,"Tyson, Caryn",69,000120
LINN,Valley Township,State Senate,12,Democratic,"Johnston, Christopher B.",10,000130
LINN,Valley Township,State Senate,12,Republican,"Tyson, Caryn",41,000130
LINN,Blue Mound Township,President,,independent,"Stein, Jill",5,000010
LINN,Blue Mound Township,President,,write - in,"Basiago, Andrew D.",0,000010
LINN,Blue Mound Township,President,,write - in,"Castle, Darrell L",0,000010
LINN,Blue Mound Township,President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000010
LINN,Blue Mound Township,President,,write - in,"Giordani, Rocky",0,000010
LINN,Blue Mound Township,President,,write - in,"Hedges, James A",0,000010
LINN,Blue Mound Township,President,,write - in,"Hoefling, Tom",0,000010
LINN,Blue Mound Township,President,,write - in,"Kahn, Lynn",0,000010
LINN,Blue Mound Township,President,,write - in,"La Riva, Gloria",0,000010
LINN,Blue Mound Township,President,,write - in,"Levinson, Michael S.",0,000010
LINN,Blue Mound Township,President,,write - in,"Maturen, Michael A",0,000010
LINN,Blue Mound Township,President,,write - in,"McMullin, Evan",0,000010
LINN,Blue Mound Township,President,,write - in,"Moorehead, Monica G.",0,000010
LINN,Blue Mound Township,President,,write - in,"Perry, Darryl",0,000010
LINN,Blue Mound Township,President,,write - in,"Schoenke, Marshall R.",0,000010
LINN,Blue Mound Township,President,,write - in,"Schriner, Joe C",0,000010
LINN,Blue Mound Township,President,,write - in,"Smith, Mike",0,000010
LINN,Blue Mound Township,President,,write - in,"Sood, Ajay",0,000010
LINN,Blue Mound Township,President,,write - in,"Sterling, Shawna",0,000010
LINN,Blue Mound Township,President,,write - in,"Valdivia, Anthony J",0,000010
LINN,Blue Mound Township,President,,write - in,"Vogel-Walcutt, J.J.",0,000010
LINN,Blue Mound Township,President,,write - in,"Wysinger, Demetra Jefferson",0,000010
LINN,Blue Mound Township,President,,Democratic,"Clinton, Hillary Rodham",27,000010
LINN,Blue Mound Township,President,,Libertarian,"Johnson, Gary",5,000010
LINN,Blue Mound Township,President,,Republican,"Trump, Donald J.",176,000010
LINN,Centerville Township,President,,independent,"Stein, Jill",3,000020
LINN,Centerville Township,President,,write - in,"Basiago, Andrew D.",0,000020
LINN,Centerville Township,President,,write - in,"Castle, Darrell L",0,000020
LINN,Centerville Township,President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000020
LINN,Centerville Township,President,,write - in,"Giordani, Rocky",0,000020
LINN,Centerville Township,President,,write - in,"Hedges, James A",0,000020
LINN,Centerville Township,President,,write - in,"Hoefling, Tom",0,000020
LINN,Centerville Township,President,,write - in,"Kahn, Lynn",0,000020
LINN,Centerville Township,President,,write - in,"La Riva, Gloria",0,000020
LINN,Centerville Township,President,,write - in,"Levinson, Michael S.",0,000020
LINN,Centerville Township,President,,write - in,"Maturen, Michael A",0,000020
LINN,Centerville Township,President,,write - in,"McMullin, Evan",0,000020
LINN,Centerville Township,President,,write - in,"Moorehead, Monica G.",0,000020
LINN,Centerville Township,President,,write - in,"Perry, Darryl",0,000020
LINN,Centerville Township,President,,write - in,"Schoenke, Marshall R.",0,000020
LINN,Centerville Township,President,,write - in,"Schriner, Joe C",0,000020
LINN,Centerville Township,President,,write - in,"Smith, Mike",0,000020
LINN,Centerville Township,President,,write - in,"Sood, Ajay",0,000020
LINN,Centerville Township,President,,write - in,"Sterling, Shawna",0,000020
LINN,Centerville Township,President,,write - in,"Valdivia, Anthony J",0,000020
LINN,Centerville Township,President,,write - in,"Vogel-Walcutt, J.J.",0,000020
LINN,Centerville Township,President,,write - in,"Wysinger, Demetra Jefferson",0,000020
LINN,Centerville Township,President,,Democratic,"Clinton, Hillary Rodham",40,000020
LINN,Centerville Township,President,,Libertarian,"Johnson, Gary",4,000020
LINN,Centerville Township,President,,Republican,"Trump, Donald J.",184,000020
LINN,Liberty Township,President,,independent,"Stein, Jill",4,000030
LINN,Liberty Township,President,,write - in,"Basiago, Andrew D.",0,000030
LINN,Liberty Township,President,,write - in,"Castle, Darrell L",0,000030
LINN,Liberty Township,President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000030
LINN,Liberty Township,President,,write - in,"Giordani, Rocky",0,000030
LINN,Liberty Township,President,,write - in,"Hedges, James A",0,000030
LINN,Liberty Township,President,,write - in,"Hoefling, Tom",0,000030
LINN,Liberty Township,President,,write - in,"Kahn, Lynn",0,000030
LINN,Liberty Township,President,,write - in,"La Riva, Gloria",0,000030
LINN,Liberty Township,President,,write - in,"Levinson, Michael S.",0,000030
LINN,Liberty Township,President,,write - in,"Maturen, Michael A",0,000030
LINN,Liberty Township,President,,write - in,"McMullin, Evan",4,000030
LINN,Liberty Township,President,,write - in,"Moorehead, Monica G.",0,000030
LINN,Liberty Township,President,,write - in,"Perry, Darryl",0,000030
LINN,Liberty Township,President,,write - in,"Schoenke, Marshall R.",0,000030
LINN,Liberty Township,President,,write - in,"Schriner, Joe C",0,000030
LINN,Liberty Township,President,,write - in,"Smith, Mike",0,000030
LINN,Liberty Township,President,,write - in,"Sood, Ajay",0,000030
LINN,Liberty Township,President,,write - in,"Sterling, Shawna",0,000030
