county,precinct,office,district,candidate,party,votes
Riley,W01P01,U.S. Senate,,Patrick Weisner,DEM,34
Riley,W02P01,U.S. Senate,,Patrick Weisner,DEM,22
Riley,W02P02,U.S. Senate,,Patrick Weisner,DEM,12
Riley,W02P03,U.S. Senate,,Patrick Weisner,DEM,34
Riley,W02P04,U.S. Senate,,Patrick Weisner,DEM,22
Riley,W03P02,U.S. Senate,,Patrick Weisner,DEM,9
Riley,W03P03,U.S. Senate,,Patrick Weisner,DEM,42
Riley,W04P02,U.S. Senate,,Patrick Weisner,DEM,12
Riley,W04P03,U.S. Senate,,Patrick Weisner,DEM,36
Riley,W04P04,U.S. Senate,,Patrick Weisner,DEM,37
Riley,W04P05,U.S. Senate,,Patrick Weisner,DEM,24
Riley,W04P06,U.S. Senate,,Patrick Weisner,DEM,8
Riley,W04P07,U.S. Senate,,Patrick Weisner,DEM,1
Riley,W05P02,U.S. Senate,,Patrick Weisner,DEM,25
Riley,W05P03,U.S. Senate,,Patrick Weisner,DEM,31
Riley,W05P05,U.S. Senate,,Patrick Weisner,DEM,17
Riley,W05P06,U.S. Senate,,Patrick Weisner,DEM,24
Riley,W05P07,U.S. Senate,,Patrick Weisner,DEM,13
Riley,W05P08,U.S. Senate,,Patrick Weisner,DEM,18
Riley,W05P09,U.S. Senate,,Patrick Weisner,DEM,47
Riley,W05P10,U.S. Senate,,Patrick Weisner,DEM,46
Riley,W05P11,U.S. Senate,,Patrick Weisner,DEM,40
Riley,W06P01,U.S. Senate,,Patrick Weisner,DEM,0
Riley,W08P01,U.S. Senate,,Patrick Weisner,DEM,8
Riley,W08P02,U.S. Senate,,Patrick Weisner,DEM,0
Riley,W08P03,U.S. Senate,,Patrick Weisner,DEM,17
Riley,W09P01,U.S. Senate,,Patrick Weisner,DEM,5
Riley,W09P02,U.S. Senate,,Patrick Weisner,DEM,8
Riley,W09P03,U.S. Senate,,Patrick Weisner,DEM,0
Riley,W10P01,U.S. Senate,,Patrick Weisner,DEM,0
Riley,W11P01,U.S. Senate,,Patrick Weisner,DEM,6
Riley,W11P01B,U.S. Senate,,Patrick Weisner,DEM,5
Riley,W11P03,U.S. Senate,,Patrick Weisner,DEM,0
