county,precinct,office,district,party,candidate,votes,vtd
FRANKLIN,Appanoose Township,State House,59,Republican,"Finch, Blaine",120,000010
FRANKLIN,Centropolis North Township,State House,59,Republican,"Finch, Blaine",186,000020
FRANKLIN,Centropolis South Township,State House,59,Republican,"Finch, Blaine",219,000030
FRANKLIN,Cutler Township,State House,5,Democratic,"Walker, Doug",125,000040
FRANKLIN,Cutler Township,State House,5,Republican,"Jones, Kevin",259,000040
FRANKLIN,Franklin Township,State House,5,Democratic,"Walker, Doug",535,000050
FRANKLIN,Franklin Township,State House,5,Republican,"Jones, Kevin",809,000050
FRANKLIN,Greenwood Township,State House,59,Republican,"Finch, Blaine",203,000060
FRANKLIN,Harrison Township,State House,59,Republican,"Finch, Blaine",256,000070
FRANKLIN,Hayes Township,State House,59,Republican,"Finch, Blaine",203,000080
FRANKLIN,Homewood Township,State House,59,Republican,"Finch, Blaine",268,000090
FRANKLIN,Lincoln Township,State House,59,Republican,"Finch, Blaine",457,000100
FRANKLIN,Ohio Township,State House,5,Democratic,"Walker, Doug",137,000110
FRANKLIN,Ohio Township,State House,5,Republican,"Jones, Kevin",260,000110
FRANKLIN,Ottawa Township,State House,59,Republican,"Finch, Blaine",396,00012A
FRANKLIN,Ottawa Precinct 1,State House,59,Republican,"Finch, Blaine",362,00013A
FRANKLIN,Ottawa Precinct 1 Exclave (A),State House,59,Republican,"Finch, Blaine",0,00013B
FRANKLIN,Ottawa Precinct 1 Exclave (B),State House,59,Republican,"Finch, Blaine",0,00013C
FRANKLIN,Ottawa Precinct 2,State House,59,Republican,"Finch, Blaine",430,000140
FRANKLIN,Ottawa Precinct 3,State House,59,Republican,"Finch, Blaine",234,000150
FRANKLIN,Ottawa Precinct 6,State House,59,Republican,"Finch, Blaine",330,000180
FRANKLIN,Ottawa Precinct 7,State House,59,Republican,"Finch, Blaine",757,000190
FRANKLIN,Ottawa Precinct 8,State House,59,Republican,"Finch, Blaine",988,00020A
FRANKLIN,Peoria Township,State House,5,Democratic,"Walker, Doug",106,000210
FRANKLIN,Peoria Township,State House,5,Republican,"Jones, Kevin",244,000210
FRANKLIN,Pomona Township,State House,59,Republican,"Finch, Blaine",405,000220
FRANKLIN,Pottawatomie Township,State House,5,Democratic,"Walker, Doug",107,000230
FRANKLIN,Pottawatomie Township,State House,5,Republican,"Jones, Kevin",183,000230
FRANKLIN,Richmond Township,State House,5,Democratic,"Walker, Doug",135,000240
FRANKLIN,Richmond Township,State House,5,Republican,"Jones, Kevin",218,000240
FRANKLIN,Williamsburg Township,State House,59,Republican,"Finch, Blaine",243,000250
FRANKLIN,Ottawa Precinct 4,State House,59,Republican,"Finch, Blaine",916,140010
FRANKLIN,Ottawa Exclave Airport,State House,59,Republican,"Finch, Blaine",0,900010
FRANKLIN,Appanoose Township,State Senate,12,Democratic,"Johnston, Christopher B.",37,000010
FRANKLIN,Appanoose Township,State Senate,12,Republican,"Tyson, Caryn",84,000010
FRANKLIN,Centropolis North Township,State Senate,12,Democratic,"Johnston, Christopher B.",44,000020
FRANKLIN,Centropolis North Township,State Senate,12,Republican,"Tyson, Caryn",158,000020
FRANKLIN,Centropolis South Township,State Senate,12,Democratic,"Johnston, Christopher B.",54,000030
FRANKLIN,Centropolis South Township,State Senate,12,Republican,"Tyson, Caryn",178,000030
FRANKLIN,Cutler Township,State Senate,12,Democratic,"Johnston, Christopher B.",88,000040
FRANKLIN,Cutler Township,State Senate,12,Republican,"Tyson, Caryn",264,000040
FRANKLIN,Franklin Township,State Senate,12,Democratic,"Johnston, Christopher B.",429,000050
FRANKLIN,Franklin Township,State Senate,12,Republican,"Tyson, Caryn",827,000050
FRANKLIN,Greenwood Township,State Senate,12,Democratic,"Johnston, Christopher B.",45,000060
FRANKLIN,Greenwood Township,State Senate,12,Republican,"Tyson, Caryn",151,000060
FRANKLIN,Harrison Township,State Senate,12,Democratic,"Johnston, Christopher B.",52,000070
FRANKLIN,Harrison Township,State Senate,12,Republican,"Tyson, Caryn",200,000070
FRANKLIN,Hayes Township,State Senate,12,Democratic,"Johnston, Christopher B.",50,000080
FRANKLIN,Hayes Township,State Senate,12,Republican,"Tyson, Caryn",144,000080
FRANKLIN,Homewood Township,State Senate,12,Democratic,"Johnston, Christopher B.",91,000090
FRANKLIN,Homewood Township,State Senate,12,Republican,"Tyson, Caryn",170,000090
FRANKLIN,Lincoln Township,State Senate,12,Democratic,"Johnston, Christopher B.",126,000100
FRANKLIN,Lincoln Township,State Senate,12,Republican,"Tyson, Caryn",307,000100
FRANKLIN,Ohio Township,State Senate,12,Democratic,"Johnston, Christopher B.",84,000110
FRANKLIN,Ohio Township,State Senate,12,Republican,"Tyson, Caryn",254,000110
FRANKLIN,Ottawa Township,State Senate,12,Democratic,"Johnston, Christopher B.",98,00012A
FRANKLIN,Ottawa Township,State Senate,12,Republican,"Tyson, Caryn",290,00012A
FRANKLIN,Ottawa Precinct 1,State Senate,12,Democratic,"Johnston, Christopher B.",134,00013A
FRANKLIN,Ottawa Precinct 1,State Senate,12,Republican,"Tyson, Caryn",224,00013A
FRANKLIN,Ottawa Precinct 1 Exclave (A),State Senate,12,Democratic,"Johnston, Christopher B.",0,00013B
FRANKLIN,Ottawa Precinct 1 Exclave (A),State Senate,12,Republican,"Tyson, Caryn",0,00013B
FRANKLIN,Ottawa Precinct 1 Exclave (B),State Senate,12,Democratic,"Johnston, Christopher B.",0,00013C
FRANKLIN,Ottawa Precinct 1 Exclave (B),State Senate,12,Republican,"Tyson, Caryn",0,00013C
FRANKLIN,Ottawa Precinct 2,State Senate,12,Democratic,"Johnston, Christopher B.",148,000140
FRANKLIN,Ottawa Precinct 2,State Senate,12,Republican,"Tyson, Caryn",262,000140
FRANKLIN,Ottawa Precinct 3,State Senate,12,Democratic,"Johnston, Christopher B.",99,000150
FRANKLIN,Ottawa Precinct 3,State Senate,12,Republican,"Tyson, Caryn",141,000150
FRANKLIN,Ottawa Precinct 6,State Senate,12,Democratic,"Johnston, Christopher B.",103,000180
FRANKLIN,Ottawa Precinct 6,State Senate,12,Republican,"Tyson, Caryn",175,000180
FRANKLIN,Ottawa Precinct 7,State Senate,12,Democratic,"Johnston, Christopher B.",312,000190
FRANKLIN,Ottawa Precinct 7,State Senate,12,Republican,"Tyson, Caryn",419,000190
FRANKLIN,Ottawa Precinct 8,State Senate,12,Democratic,"Johnston, Christopher B.",304,00020A
FRANKLIN,Ottawa Precinct 8,State Senate,12,Republican,"Tyson, Caryn",574,00020A
FRANKLIN,Peoria Township,State Senate,12,Democratic,"Johnston, Christopher B.",76,000210
FRANKLIN,Peoria Township,State Senate,12,Republican,"Tyson, Caryn",245,000210
FRANKLIN,Pomona Township,State Senate,12,Democratic,"Johnston, Christopher B.",99,000220
FRANKLIN,Pomona Township,State Senate,12,Republican,"Tyson, Caryn",274,000220
FRANKLIN,Pottawatomie Township,State Senate,12,Democratic,"Johnston, Christopher B.",68,000230
FRANKLIN,Pottawatomie Township,State Senate,12,Republican,"Tyson, Caryn",211,000230
FRANKLIN,Richmond Township,State Senate,12,Democratic,"Johnston, Christopher B.",87,000240
FRANKLIN,Richmond Township,State Senate,12,Republican,"Tyson, Caryn",223,000240
FRANKLIN,Williamsburg Township,State Senate,12,Democratic,"Johnston, Christopher B.",76,000250
FRANKLIN,Williamsburg Township,State Senate,12,Republican,"Tyson, Caryn",169,000250
FRANKLIN,Ottawa Precinct 4,State Senate,12,Democratic,"Johnston, Christopher B.",308,140010
FRANKLIN,Ottawa Precinct 4,State Senate,12,Republican,"Tyson, Caryn",549,140010
FRANKLIN,Ottawa Exclave Airport,State Senate,12,Democratic,"Johnston, Christopher B.",0,900010
FRANKLIN,Ottawa Exclave Airport,State Senate,12,Republican,"Tyson, Caryn",0,900010
FRANKLIN,Appanoose Township,President,,independent,"Stein, Jill",3,000010
FRANKLIN,Appanoose Township,President,,write - in,"Basiago, Andrew D.",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Castle, Darrell L",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Giordani, Rocky",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Hedges, James A",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Hoefling, Tom",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Kahn, Lynn",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"La Riva, Gloria",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Levinson, Michael S.",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Maturen, Michael A",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"McMullin, Evan",2,000010
FRANKLIN,Appanoose Township,President,,write - in,"Moorehead, Monica G.",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Perry, Darryl",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Schoenke, Marshall R.",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Schriner, Joe C",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Smith, Mike",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Sood, Ajay",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Sterling, Shawna",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Valdivia, Anthony J",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Vogel-Walcutt, J.J.",0,000010
FRANKLIN,Appanoose Township,President,,write - in,"Wysinger, Demetra Jefferson",0,000010
FRANKLIN,Appanoose Township,President,,Democratic,"Clinton, Hillary Rodham",32,000010
FRANKLIN,Appanoose Township,President,,Libertarian,"Johnson, Gary",9,000010
FRANKLIN,Appanoose Township,President,,Republican,"Trump, Donald J.",93,000010
FRANKLIN,Centropolis North Township,President,,independent,"Stein, Jill",5,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Basiago, Andrew D.",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Castle, Darrell L",1,000020
FRANKLIN,Centropolis North Township,President,,write - in,"De La Fuente, ""Rocky"" Roque",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Giordani, Rocky",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Hedges, James A",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Hoefling, Tom",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Kahn, Lynn",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"La Riva, Gloria",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Levinson, Michael S.",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Maturen, Michael A",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"McMullin, Evan",3,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Moorehead, Monica G.",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Perry, Darryl",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Schoenke, Marshall R.",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Schriner, Joe C",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Smith, Mike",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Sood, Ajay",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Sterling, Shawna",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Valdivia, Anthony J",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Vogel-Walcutt, J.J.",0,000020
FRANKLIN,Centropolis North Township,President,,write - in,"Wysinger, Demetra Jefferson",0,000020
FRANKLIN,Centropolis North Township,President,,Democratic,"Clinton, Hillary Rodham",34,000020
FRANKLIN,Centropolis North Township,President,,Libertarian,"Johnson, Gary",14,000020
FRANKLIN,Centropolis North Township,President,,Republican,"Trump, Donald J.",164,000020
