county,precinct,office,district,party,candidate,votes,vtd
WASHINGTON,Barnes Township,Attorney General,,Democratic,"Swain, Sarah G.",15,000010
WASHINGTON,Barnes Township,Attorney General,,Republican,"Schmidt, Derek",65,000010
WASHINGTON,Brantford Township,Attorney General,,Democratic,"Swain, Sarah G.",1,000020
WASHINGTON,Brantford Township,Attorney General,,Republican,"Schmidt, Derek",33,000020
WASHINGTON,Charleston Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000030
WASHINGTON,Charleston Township,Attorney General,,Republican,"Schmidt, Derek",28,000030
WASHINGTON,Clifton Township,Attorney General,,Democratic,"Swain, Sarah G.",34,000040
WASHINGTON,Clifton Township,Attorney General,,Republican,"Schmidt, Derek",115,000040
WASHINGTON,Coleman Township,Attorney General,,Democratic,"Swain, Sarah G.",1,000050
WASHINGTON,Coleman Township,Attorney General,,Republican,"Schmidt, Derek",28,000050
WASHINGTON,Farmington Township,Attorney General,,Democratic,"Swain, Sarah G.",10,000060
WASHINGTON,Farmington Township,Attorney General,,Republican,"Schmidt, Derek",51,000060
WASHINGTON,Franklin Township,Attorney General,,Democratic,"Swain, Sarah G.",9,000070
WASHINGTON,Franklin Township,Attorney General,,Republican,"Schmidt, Derek",28,000070
WASHINGTON,Grant Township,Attorney General,,Democratic,"Swain, Sarah G.",0,000080
WASHINGTON,Grant Township,Attorney General,,Republican,"Schmidt, Derek",11,000080
WASHINGTON,Greenleaf Township,Attorney General,,Democratic,"Swain, Sarah G.",19,000090
WASHINGTON,Greenleaf Township,Attorney General,,Republican,"Schmidt, Derek",100,000090
WASHINGTON,Haddam Township,Attorney General,,Democratic,"Swain, Sarah G.",10,000100
WASHINGTON,Haddam Township,Attorney General,,Republican,"Schmidt, Derek",55,000100
WASHINGTON,Hanover Township,Attorney General,,Democratic,"Swain, Sarah G.",42,000110
WASHINGTON,Hanover Township,Attorney General,,Republican,"Schmidt, Derek",294,000110
WASHINGTON,Highland Township,Attorney General,,Democratic,"Swain, Sarah G.",0,000120
WASHINGTON,Highland Township,Attorney General,,Republican,"Schmidt, Derek",14,000120
WASHINGTON,Independence Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000130
WASHINGTON,Independence Township,Attorney General,,Republican,"Schmidt, Derek",43,000130
WASHINGTON,Kimeo Township,Attorney General,,Democratic,"Swain, Sarah G.",1,000140
WASHINGTON,Kimeo Township,Attorney General,,Republican,"Schmidt, Derek",21,000140
WASHINGTON,Lincoln Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000150
WASHINGTON,Lincoln Township,Attorney General,,Republican,"Schmidt, Derek",21,000150
WASHINGTON,Linn Township,Attorney General,,Democratic,"Swain, Sarah G.",22,000160
WASHINGTON,Linn Township,Attorney General,,Republican,"Schmidt, Derek",169,000160
WASHINGTON,Little Blue Township,Attorney General,,Democratic,"Swain, Sarah G.",8,000170
WASHINGTON,Little Blue Township,Attorney General,,Republican,"Schmidt, Derek",25,000170
WASHINGTON,Logan Township,Attorney General,,Democratic,"Swain, Sarah G.",7,000180
WASHINGTON,Logan Township,Attorney General,,Republican,"Schmidt, Derek",48,000180
WASHINGTON,Lowe Township,Attorney General,,Democratic,"Swain, Sarah G.",2,000190
WASHINGTON,Lowe Township,Attorney General,,Republican,"Schmidt, Derek",26,000190
WASHINGTON,Mill Creek Township,Attorney General,,Democratic,"Swain, Sarah G.",8,000200
WASHINGTON,Mill Creek Township,Attorney General,,Republican,"Schmidt, Derek",83,000200
WASHINGTON,Sheridan Township,Attorney General,,Democratic,"Swain, Sarah G.",7,000210
WASHINGTON,Sheridan Township,Attorney General,,Republican,"Schmidt, Derek",36,000210
WASHINGTON,Sherman Township,Attorney General,,Democratic,"Swain, Sarah G.",14,000220
WASHINGTON,Sherman Township,Attorney General,,Republican,"Schmidt, Derek",112,000220
WASHINGTON,Strawberry Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000230
WASHINGTON,Strawberry Township,Attorney General,,Republican,"Schmidt, Derek",53,000230
WASHINGTON,Union Township,Attorney General,,Democratic,"Swain, Sarah G.",2,000240
WASHINGTON,Union Township,Attorney General,,Republican,"Schmidt, Derek",24,000240
WASHINGTON,Washington Township,Attorney General,,Democratic,"Swain, Sarah G.",9,00025A
WASHINGTON,Washington Township,Attorney General,,Republican,"Schmidt, Derek",90,00025A
WASHINGTON,Washington Township Rural Enclave,Attorney General,,Democratic,"Swain, Sarah G.",0,00025B
WASHINGTON,Washington Township Rural Enclave,Attorney General,,Republican,"Schmidt, Derek",0,00025B
WASHINGTON,Washington City,Attorney General,,Democratic,"Swain, Sarah G.",82,00026A
WASHINGTON,Washington City,Attorney General,,Republican,"Schmidt, Derek",346,00026A
WASHINGTON,Washington City Exclave,Attorney General,,Democratic,"Swain, Sarah G.",0,00026B
WASHINGTON,Washington City Exclave,Attorney General,,Republican,"Schmidt, Derek",0,00026B
WASHINGTON,Washington Township Rural Enclave B,Attorney General,,Democratic,"Swain, Sarah G.",0,900010
WASHINGTON,Washington Township Rural Enclave B,Attorney General,,Republican,"Schmidt, Derek",0,900010
WASHINGTON,Barnes Township,Governor / Lt. Governor,,independent,"Kloos, Rick",2,000010
WASHINGTON,Barnes Township,Governor / Lt. Governor,,independent,"Orman, Greg",7,000010
WASHINGTON,Barnes Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",25,000010
WASHINGTON,Barnes Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000010
WASHINGTON,Barnes Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",45,000010
WASHINGTON,Brantford Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000020
WASHINGTON,Brantford Township,Governor / Lt. Governor,,independent,"Orman, Greg",5,000020
WASHINGTON,Brantford Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",1,000020
WASHINGTON,Brantford Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000020
WASHINGTON,Brantford Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",29,000020
WASHINGTON,Charleston Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000030
WASHINGTON,Charleston Township,Governor / Lt. Governor,,independent,"Orman, Greg",2,000030
WASHINGTON,Charleston Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",8,000030
WASHINGTON,Charleston Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000030
WASHINGTON,Charleston Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",24,000030
WASHINGTON,Clifton Township,Governor / Lt. Governor,,independent,"Kloos, Rick",1,000040
WASHINGTON,Clifton Township,Governor / Lt. Governor,,independent,"Orman, Greg",17,000040
WASHINGTON,Clifton Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",51,000040
WASHINGTON,Clifton Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",3,000040
WASHINGTON,Clifton Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",79,000040
WASHINGTON,Coleman Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000050
WASHINGTON,Coleman Township,Governor / Lt. Governor,,independent,"Orman, Greg",0,000050
WASHINGTON,Coleman Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",5,000050
WASHINGTON,Coleman Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",1,000050
WASHINGTON,Coleman Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",25,000050
WASHINGTON,Farmington Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000060
WASHINGTON,Farmington Township,Governor / Lt. Governor,,independent,"Orman, Greg",11,000060
WASHINGTON,Farmington Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",18,000060
WASHINGTON,Farmington Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",1,000060
WASHINGTON,Farmington Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",33,000060
WASHINGTON,Franklin Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000070
WASHINGTON,Franklin Township,Governor / Lt. Governor,,independent,"Orman, Greg",4,000070
WASHINGTON,Franklin Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",8,000070
WASHINGTON,Franklin Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000070
WASHINGTON,Franklin Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",27,000070
WASHINGTON,Grant Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000080
WASHINGTON,Grant Township,Governor / Lt. Governor,,independent,"Orman, Greg",0,000080
WASHINGTON,Grant Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",0,000080
WASHINGTON,Grant Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000080
WASHINGTON,Grant Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",11,000080
WASHINGTON,Greenleaf Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000090
WASHINGTON,Greenleaf Township,Governor / Lt. Governor,,independent,"Orman, Greg",21,000090
