county,precinct,office,district,party,candidate,votes,vtd
LEAVENWORTH,Alexandria Township,Attorney General,,Democratic,"Swain, Sarah G.",96,000010
LEAVENWORTH,Alexandria Township,Attorney General,,Republican,"Schmidt, Derek",253,000010
LEAVENWORTH,Basehor City,Attorney General,,Democratic,"Swain, Sarah G.",984,000020
LEAVENWORTH,Basehor City,Attorney General,,Republican,"Schmidt, Derek",1543,000020
LEAVENWORTH,Basehor Township Voting District,Attorney General,,Democratic,"Swain, Sarah G.",312,000030
LEAVENWORTH,Basehor Township Voting District,Attorney General,,Republican,"Schmidt, Derek",569,000030
LEAVENWORTH,Easton Township,Attorney General,,Democratic,"Swain, Sarah G.",128,000040
LEAVENWORTH,Easton Township,Attorney General,,Republican,"Schmidt, Derek",320,000040
LEAVENWORTH,GL / Fairmount Township Voting District,Attorney General,,Democratic,"Swain, Sarah G.",510,000050
LEAVENWORTH,GL / Fairmount Township Voting District,Attorney General,,Republican,"Schmidt, Derek",739,000050
LEAVENWORTH,High Prairie Township,Attorney General,,Democratic,"Swain, Sarah G.",302,000060
LEAVENWORTH,High Prairie Township,Attorney General,,Republican,"Schmidt, Derek",655,000060
LEAVENWORTH,Kickapoo Township,Attorney General,,Democratic,"Swain, Sarah G.",265,000070
LEAVENWORTH,Kickapoo Township,Attorney General,,Republican,"Schmidt, Derek",599,000070
LEAVENWORTH,Lansing Ward 1,Attorney General,,Democratic,"Swain, Sarah G.",287,000080
LEAVENWORTH,Lansing Ward 1,Attorney General,,Republican,"Schmidt, Derek",396,000080
LEAVENWORTH,Lansing Ward 2,Attorney General,,Democratic,"Swain, Sarah G.",408,000090
LEAVENWORTH,Lansing Ward 2,Attorney General,,Republican,"Schmidt, Derek",613,000090
LEAVENWORTH,Lansing Ward 3,Attorney General,,Democratic,"Swain, Sarah G.",369,000100
LEAVENWORTH,Lansing Ward 3,Attorney General,,Republican,"Schmidt, Derek",497,000100
LEAVENWORTH,Lansing Ward 4,Attorney General,,Democratic,"Swain, Sarah G.",407,000110
LEAVENWORTH,Lansing Ward 4,Attorney General,,Republican,"Schmidt, Derek",528,000110
LEAVENWORTH,Leavenworth Ward 1 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",177,000120
LEAVENWORTH,Leavenworth Ward 1 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",93,000120
LEAVENWORTH,Leavenworth Ward 2 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",111,000130
LEAVENWORTH,Leavenworth Ward 2 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",142,000130
LEAVENWORTH,Leavenworth Ward 2 Precinct 2,Attorney General,,Democratic,"Swain, Sarah G.",140,000140
LEAVENWORTH,Leavenworth Ward 2 Precinct 2,Attorney General,,Republican,"Schmidt, Derek",144,000140
LEAVENWORTH,Leavenworth Ward 2 Precinct 3,Attorney General,,Democratic,"Swain, Sarah G.",190,000150
LEAVENWORTH,Leavenworth Ward 2 Precinct 3,Attorney General,,Republican,"Schmidt, Derek",188,000150
LEAVENWORTH,Leavenworth Ward 3 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",202,000160
LEAVENWORTH,Leavenworth Ward 3 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",206,000160
LEAVENWORTH,Leavenworth Ward 4 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",123,00017A
LEAVENWORTH,Leavenworth Ward 4 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",97,00017A
LEAVENWORTH,Leavenworth Ward 5 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",178,000180
LEAVENWORTH,Leavenworth Ward 5 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",148,000180
LEAVENWORTH,Leavenworth Ward 5 Precinct 2,Attorney General,,Democratic,"Swain, Sarah G.",160,00019A
LEAVENWORTH,Leavenworth Ward 5 Precinct 2,Attorney General,,Republican,"Schmidt, Derek",134,00019A
LEAVENWORTH,Leavenworth Ward 5 Precinct 3,Attorney General,,Democratic,"Swain, Sarah G.",254,000200
LEAVENWORTH,Leavenworth Ward 5 Precinct 3,Attorney General,,Republican,"Schmidt, Derek",313,000200
LEAVENWORTH,Leavenworth Ward 5 Precinct 4,Attorney General,,Democratic,"Swain, Sarah G.",139,000210
LEAVENWORTH,Leavenworth Ward 5 Precinct 4,Attorney General,,Republican,"Schmidt, Derek",202,000210
LEAVENWORTH,Leavenworth Ward 6 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",233,000220
LEAVENWORTH,Leavenworth Ward 6 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",217,000220
LEAVENWORTH,Leavenworth Ward 6 Precinct 2,Attorney General,,Democratic,"Swain, Sarah G.",223,000230
LEAVENWORTH,Leavenworth Ward 6 Precinct 2,Attorney General,,Republican,"Schmidt, Derek",155,000230
LEAVENWORTH,Leavenworth Ward 6 Precinct 3,Attorney General,,Democratic,"Swain, Sarah G.",164,000240
LEAVENWORTH,Leavenworth Ward 6 Precinct 3,Attorney General,,Republican,"Schmidt, Derek",143,000240
LEAVENWORTH,Leavenworth Ward 6 Precinct 4,Attorney General,,Democratic,"Swain, Sarah G.",276,000250
LEAVENWORTH,Leavenworth Ward 6 Precinct 4,Attorney General,,Republican,"Schmidt, Derek",371,000250
LEAVENWORTH,Leavenworth Ward 6 Precinct 5,Attorney General,,Democratic,"Swain, Sarah G.",306,000260
LEAVENWORTH,Leavenworth Ward 6 Precinct 5,Attorney General,,Republican,"Schmidt, Derek",424,000260
LEAVENWORTH,Leavenworth Ward 7 Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",90,00027A
LEAVENWORTH,Leavenworth Ward 7 Precinct 1,Attorney General,,Republican,"Schmidt, Derek",36,00027A
LEAVENWORTH,Leavenworth Ward 7 Precinct 2,Attorney General,,Democratic,"Swain, Sarah G.",530,000280
LEAVENWORTH,Leavenworth Ward 7 Precinct 2,Attorney General,,Republican,"Schmidt, Derek",595,000280
LEAVENWORTH,Leavenworth Ward 7 Precinct 3,Attorney General,,Democratic,"Swain, Sarah G.",633,00029A
LEAVENWORTH,Leavenworth Ward 7 Precinct 3,Attorney General,,Republican,"Schmidt, Derek",806,00029A
LEAVENWORTH,Sherman Township,Attorney General,,Democratic,"Swain, Sarah G.",462,000320
LEAVENWORTH,Sherman Township,Attorney General,,Republican,"Schmidt, Derek",774,000320
LEAVENWORTH,South Delaware 2,Attorney General,,Democratic,"Swain, Sarah G.",0,000340
LEAVENWORTH,South Delaware 2,Attorney General,,Republican,"Schmidt, Derek",0,000340
LEAVENWORTH,Stranger Township Voting District,Attorney General,,Democratic,"Swain, Sarah G.",230,000350
LEAVENWORTH,Stranger Township Voting District,Attorney General,,Republican,"Schmidt, Derek",492,000350
LEAVENWORTH,Tonganoxie North Precinct,Attorney General,,Democratic,"Swain, Sarah G.",503,000360
