county,precinct,office,district,party,candidate,votes,vtd
SUMNER,Avon Township,Attorney General,,Democratic,"Swain, Sarah G.",29,000010
SUMNER,Avon Township,Attorney General,,Republican,"Schmidt, Derek",90,000010
SUMNER,Bluff Township,Attorney General,,Democratic,"Swain, Sarah G.",2,000030
SUMNER,Bluff Township,Attorney General,,Republican,"Schmidt, Derek",14,000030
SUMNER,Caldwell City Ward 1,Attorney General,,Democratic,"Swain, Sarah G.",40,000040
SUMNER,Caldwell City Ward 1,Attorney General,,Republican,"Schmidt, Derek",88,000040
SUMNER,Caldwell City Ward 2,Attorney General,,Democratic,"Swain, Sarah G.",77,000050
SUMNER,Caldwell City Ward 2,Attorney General,,Republican,"Schmidt, Derek",185,000050
SUMNER,Caldwell Township,Attorney General,,Democratic,"Swain, Sarah G.",15,000060
SUMNER,Caldwell Township,Attorney General,,Republican,"Schmidt, Derek",47,000060
SUMNER,Chikaskia Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000070
SUMNER,Chikaskia Township,Attorney General,,Republican,"Schmidt, Derek",20,000070
SUMNER,Conway Township,Attorney General,,Democratic,"Swain, Sarah G.",103,000080
SUMNER,Conway Township,Attorney General,,Republican,"Schmidt, Derek",281,000080
SUMNER,Creek Township,Attorney General,,Democratic,"Swain, Sarah G.",8,000090
SUMNER,Creek Township,Attorney General,,Republican,"Schmidt, Derek",65,000090
SUMNER,Dixon Township,Attorney General,,Democratic,"Swain, Sarah G.",45,000100
SUMNER,Dixon Township,Attorney General,,Republican,"Schmidt, Derek",165,000100
SUMNER,Downs Township,Attorney General,,Democratic,"Swain, Sarah G.",10,000110
SUMNER,Downs Township,Attorney General,,Republican,"Schmidt, Derek",34,000110
SUMNER,Eden Township,Attorney General,,Democratic,"Swain, Sarah G.",33,000120
SUMNER,Eden Township,Attorney General,,Republican,"Schmidt, Derek",128,000120
SUMNER,Falls Township,Attorney General,,Democratic,"Swain, Sarah G.",12,000130
SUMNER,Falls Township,Attorney General,,Republican,"Schmidt, Derek",40,000130
SUMNER,Greene Township,Attorney General,,Democratic,"Swain, Sarah G.",5,000150
SUMNER,Greene Township,Attorney General,,Republican,"Schmidt, Derek",21,000150
SUMNER,Guelph Township,Attorney General,,Democratic,"Swain, Sarah G.",10,000160
SUMNER,Guelph Township,Attorney General,,Republican,"Schmidt, Derek",51,000160
SUMNER,Harmon Township,Attorney General,,Democratic,"Swain, Sarah G.",24,000170
SUMNER,Harmon Township,Attorney General,,Republican,"Schmidt, Derek",86,000170
SUMNER,Illinois Township,Attorney General,,Democratic,"Swain, Sarah G.",13,000180
SUMNER,Illinois Township,Attorney General,,Republican,"Schmidt, Derek",60,000180
SUMNER,Jackson Township,Attorney General,,Democratic,"Swain, Sarah G.",10,000190
SUMNER,Jackson Township,Attorney General,,Republican,"Schmidt, Derek",47,000190
SUMNER,London Township,Attorney General,,Democratic,"Swain, Sarah G.",47,000200
SUMNER,London Township,Attorney General,,Republican,"Schmidt, Derek",224,000200
SUMNER,Morris Township,Attorney General,,Democratic,"Swain, Sarah G.",2,000210
SUMNER,Morris Township,Attorney General,,Republican,"Schmidt, Derek",12,000210
SUMNER,Mulvane City,Attorney General,,Democratic,"Swain, Sarah G.",83,000220
SUMNER,Mulvane City,Attorney General,,Republican,"Schmidt, Derek",162,000220
SUMNER,Osborne Township,Attorney General,,Democratic,"Swain, Sarah G.",16,000230
SUMNER,Osborne Township,Attorney General,,Republican,"Schmidt, Derek",81,000230
SUMNER,Oxford Township,Attorney General,,Democratic,"Swain, Sarah G.",134,000240
SUMNER,Oxford Township,Attorney General,,Republican,"Schmidt, Derek",382,000240
SUMNER,Palestine Township,Attorney General,,Democratic,"Swain, Sarah G.",30,000250
SUMNER,Palestine Township,Attorney General,,Republican,"Schmidt, Derek",51,000250
SUMNER,Ryan Township,Attorney General,,Democratic,"Swain, Sarah G.",15,000260
SUMNER,Ryan Township,Attorney General,,Republican,"Schmidt, Derek",44,000260
SUMNER,South Haven Township,Attorney General,,Democratic,"Swain, Sarah G.",43,000280
SUMNER,South Haven Township,Attorney General,,Republican,"Schmidt, Derek",134,000280
SUMNER,Springdale Township,Attorney General,,Democratic,"Swain, Sarah G.",52,000290
SUMNER,Springdale Township,Attorney General,,Republican,"Schmidt, Derek",182,000290
SUMNER,Sumner Township,Attorney General,,Democratic,"Swain, Sarah G.",14,000300
SUMNER,Sumner Township,Attorney General,,Republican,"Schmidt, Derek",50,000300
SUMNER,Valverde Township,Attorney General,,Democratic,"Swain, Sarah G.",4,000310
SUMNER,Valverde Township,Attorney General,,Republican,"Schmidt, Derek",51,000310
SUMNER,Walton Precinct,Attorney General,,Democratic,"Swain, Sarah G.",25,000320
SUMNER,Walton Precinct,Attorney General,,Republican,"Schmidt, Derek",105,000320
SUMNER,Belle Plaine Township H79,Attorney General,,Democratic,"Swain, Sarah G.",314,120020
SUMNER,Belle Plaine Township H79,Attorney General,,Republican,"Schmidt, Derek",745,120020
SUMNER,Belle Plaine Township H82,Attorney General,,Democratic,"Swain, Sarah G.",2,120030
SUMNER,Belle Plaine Township H82,Attorney General,,Republican,"Schmidt, Derek",4,120030
SUMNER,Gore Township H79,Attorney General,,Democratic,"Swain, Sarah G.",75,120040
SUMNER,Gore Township H79,Attorney General,,Republican,"Schmidt, Derek",247,120040
SUMNER,Gore Township H82,Attorney General,,Democratic,"Swain, Sarah G.",25,120050
SUMNER,Gore Township H82,Attorney General,,Republican,"Schmidt, Derek",67,120050
SUMNER,Seventy - Six Township H116,Attorney General,,Democratic,"Swain, Sarah G.",9,120060
SUMNER,Seventy - Six Township H116,Attorney General,,Republican,"Schmidt, Derek",100,120060
SUMNER,Seventy - Six Township H80,Attorney General,,Democratic,"Swain, Sarah G.",0,120070
SUMNER,Seventy - Six Township H80,Attorney General,,Republican,"Schmidt, Derek",0,120070
SUMNER,Wellington Township H116,Attorney General,,Democratic,"Swain, Sarah G.",17,120120
SUMNER,Wellington Township H116,Attorney General,,Republican,"Schmidt, Derek",67,120120
SUMNER,Wellington Township H80 A,Attorney General,,Democratic,"Swain, Sarah G.",0,12013A
SUMNER,Wellington Township H80 A,Attorney General,,Republican,"Schmidt, Derek",0,12013A
SUMNER,Wellington Township H80,Attorney General,,Democratic,"Swain, Sarah G.",7,120130
SUMNER,Wellington Township H80,Attorney General,,Republican,"Schmidt, Derek",37,120130
SUMNER,Wellington City Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",345,130010
