county,precinct,office,district,party,candidate,votes,vtd
Gray,Copeland Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",74,000020
Gray,Copeland Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",26,000020
Gray,Copeland Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",84,000020
Gray,Copeland Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",15,000020
Gray,Copeland Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",67,000020
Gray,Copeland Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",32,000020
Gray,Copeland Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",69,000020
Gray,Copeland Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",30,000020
Gray,Copeland Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",81,000020
Gray,Copeland Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",18,000020
Gray,East Hess Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",76,000030
Gray,East Hess Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",45,000030
Gray,East Hess Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",79,000030
Gray,East Hess Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",40,000030
Gray,East Hess Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",67,000030
Gray,East Hess Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",53,000030
Gray,East Hess Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",65,000030
Gray,East Hess Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",52,000030
Gray,East Hess Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",80,000030
Gray,East Hess Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",39,000030
Gray,Foote Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",31,000040
Gray,Foote Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",14,000040
Gray,Foote Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",30,000040
Gray,Foote Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",15,000040
Gray,Foote Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",20,000040
Gray,Foote Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",25,000040
Gray,Foote Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",22,000040
Gray,Foote Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",23,000040
Gray,Foote Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",29,000040
Gray,Foote Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",15,000040
Gray,Ingalls Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",156,000050
Gray,Ingalls Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",52,000050
Gray,Ingalls Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",154,000050
Gray,Ingalls Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",49,000050
Gray,Ingalls Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",139,000050
Gray,Ingalls Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",67,000050
Gray,Ingalls Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",143,000050
Gray,Ingalls Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",64,000050
Gray,Ingalls Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",159,000050
Gray,Ingalls Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",49,000050
Gray,Logan Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",61,000060
Gray,Logan Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",30,000060
Gray,Logan Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",58,000060
Gray,Logan Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",29,000060
Gray,Logan Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",49,000060
Gray,Logan Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",39,000060
Gray,Logan Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",49,000060
Gray,Logan Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",39,000060
Gray,Logan Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",61,000060
Gray,Logan Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",26,000060
Gray,Montezuma Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",214,000070
Gray,Montezuma Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",97,000070
Gray,Montezuma Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",235,000070
Gray,Montezuma Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",74,000070
Gray,Montezuma Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",193,000070
Gray,Montezuma Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",115,000070
Gray,Montezuma Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",199,000070
Gray,Montezuma Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",105,000070
Gray,Montezuma Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",226,000070
Gray,Montezuma Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",80,000070
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",161,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",79,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",161,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",78,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",137,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",102,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",144,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",96,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",157,500010
Gray,Cimarron Township Precinct 1,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",79,500010
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",437,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",205,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",440,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",201,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",410,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",234,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",413,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",230,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",444,500020
Gray,Cimarron Township Precinct 2,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",202,500020
Gray,Copeland Township,State House,115,Republican,"Orr, Boyd",137,000020
Gray,East Hess Township,State House,115,Republican,"Orr, Boyd",137,000030
Gray,Foote Township,State House,115,Republican,"Orr, Boyd",51,000040
Gray,Ingalls Township,State House,115,Republican,"Orr, Boyd",218,000050
Gray,Logan Township,State House,115,Republican,"Orr, Boyd",110,000060
Gray,Montezuma Township,State House,115,Republican,"Orr, Boyd",385,000070
Gray,Cimarron Township Precinct 1,State House,115,Republican,"Orr, Boyd",268,500010
Gray,Cimarron Township Precinct 2,State House,115,Republican,"Orr, Boyd",722,500020
Gray,Copeland Township,State Senate,38,Democratic,"Pando, Edgar A.",14,000020
Gray,Copeland Township,State Senate,38,Republican,"Estes, Bud",134,000020
Gray,East Hess Township,State Senate,38,Democratic,"Pando, Edgar A.",36,000030
Gray,East Hess Township,State Senate,38,Republican,"Estes, Bud",121,000030
Gray,Foote Township,State Senate,38,Democratic,"Pando, Edgar A.",9,000040
Gray,Foote Township,State Senate,38,Republican,"Estes, Bud",46,000040
Gray,Ingalls Township,State Senate,38,Democratic,"Pando, Edgar A.",41,000050
Gray,Ingalls Township,State Senate,38,Republican,"Estes, Bud",199,000050
Gray,Logan Township,State Senate,38,Democratic,"Pando, Edgar A.",5,000060
Gray,Logan Township,State Senate,38,Republican,"Estes, Bud",106,000060
Gray,Montezuma Township,State Senate,38,Democratic,"Pando, Edgar A.",63,000070
Gray,Montezuma Township,State Senate,38,Republican,"Estes, Bud",359,000070
Gray,Cimarron Township Precinct 1,State Senate,38,Democratic,"Pando, Edgar A.",70,500010
Gray,Cimarron Township Precinct 1,State Senate,38,Republican,"Estes, Bud",226,500010
Gray,Cimarron Township Precinct 2,State Senate,38,Democratic,"Pando, Edgar A.",182,500020
Gray,Cimarron Township Precinct 2,State Senate,38,Republican,"Estes, Bud",631,500020
Gray,Copeland Township,President,,Democratic,Joseph R. Biden / Kamala D. Harris,20,000020
Gray,Copeland Township,President,,Republican,Donald J. Trump / Michael R. Pence,136,000020
Gray,Copeland Township,President,,Libertarian,"Jo Jorgensen / Jeremy ""Spike"" Cohen",2,000020
Gray,East Hess Township,President,,Democratic,Joseph R. Biden / Kamala D. Harris,27,000030
Gray,East Hess Township,President,,Republican,Donald J. Trump / Michael R. Pence,127,000030
Gray,East Hess Township,President,,Libertarian,"Jo Jorgensen / Jeremy ""Spike"" Cohen",1,000030
Gray,Foote Township,President,,Democratic,Joseph R. Biden / Kamala D. Harris,7,000040
Gray,Foote Township,President,,Republican,Donald J. Trump / Michael R. Pence,49,000040
Gray,Foote Township,President,,Libertarian,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,000040
Gray,Ingalls Township,President,,Democratic,Joseph R. Biden / Kamala D. Harris,33,000050
Gray,Ingalls Township,President,,Republican,Donald J. Trump / Michael R. Pence,203,000050
Gray,Ingalls Township,President,,Libertarian,"Jo Jorgensen / Jeremy ""Spike"" Cohen",5,000050
Gray,Logan Township,President,,Democratic,Joseph R. Biden / Kamala D. Harris,6,000060
Gray,Logan Township,President,,Republican,Donald J. Trump / Michael R. Pence,108,000060
Gray,Logan Township,President,,Libertarian,"Jo Jorgensen / Jeremy ""Spike"" Cohen",0,000060
