county,precinct,office,district,party,candidate,votes,vtd
Ellsworth,Ash Creek Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",22,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",1,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",21,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",3,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",21,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",2,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",20,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",3,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",20,000010
Ellsworth,Ash Creek Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",3,000010
Ellsworth,Black Wolf Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",30,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",8,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",29,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",8,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",26,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",11,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",24,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",11,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",28,000020
Ellsworth,Black Wolf Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",8,000020
Ellsworth,Buckeye Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""YES""",25,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,4,,"Warner, Sarah E. - ""NO""",2,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,6,,"Bruns, David E. - ""YES""",24,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,6,,"Bruns, David E. - ""NO""",3,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""YES""",21,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,8,,"Atcheson, G. Gordon - ""NO""",5,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""YES""",22,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,9,,"Arnold-Burger, Karen M. - ""NO""",4,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""YES""",23,000030
Ellsworth,Buckeye Township,Court of Appeals Judge,14,,"Gardner, Kathryn - ""NO""",3,000030
